1644516033203	PolyGesture	ExperimentStarted	Raffaele
1644516118312	PolyGesture	InputEvent	BeginBatchEdit

1644516118315	PolyGesture	InputEvent	BeginBatchEdit

1644516118779	PolyGesture	InputEvent	BeginBatchEdit

1644516118789	PolyGesture	InputEvent	BeginBatchEdit

1644516119244	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=90313372, downTime=90313372, deviceId=-1, source=0x101, displayId=0 }

1644516119247	PolyGesture	InputEvent	BeginBatchEdit

1644516119312	PolyGesture	InputEvent	WindowFocusChanged false

1644516119322	PolyGesture	InputEvent	BeginBatchEdit

1644516119323	PolyGesture	InputEvent	BeginBatchEdit

1644516120151	PolyGesture	InputEvent	SelectionChanged 0 0

1644516120152	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644516120157	PolyGesture	InputEvent	SelectionChanged 0 0

1644516120158	PolyGesture	InputEvent	SelectionChanged 0 0

1644516120159	PolyGesture	TaskStarted	Sposta frase

1644516120159	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516120162	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1644516120165	PolyGesture	InputEvent	SelectionChanged 513 513

1644516120180	PolyGesture	InputEvent	FocusChanged true 130 null

1644516120204	PolyGesture	InputEvent	WindowFocusChanged true

1644516120217	PolyGesture	InputEvent	BeginBatchEdit

1644516120217	PolyGesture	InputEvent	BeginBatchEdit

1644516121511	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=133.0, y[0]=371.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90315636, downTime=90315636, deviceId=6, source=0x1002, displayId=0 }
1644516121620	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=133.0, y[0]=371.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90315747, downTime=90315636, deviceId=6, source=0x1002, displayId=0 }
1644516121625	PolyGesture	InputEvent	SelectionChanged 211 211

1644516121639	PolyGesture	InputEvent	BeginBatchEdit

1644516121669	PolyGesture	InputEvent	BeginBatchEdit

1644516121669	PolyGesture	InputEvent	BeginBatchEdit

1644516121670	PolyGesture	InputEvent	BeginBatchEdit

1644516121671	PolyGesture	InputEvent	BeginBatchEdit

1644516121673	PolyGesture	InputEvent	BeginBatchEdit

1644516121875	PolyGesture	InputEvent	BeginBatchEdit

1644516121876	PolyGesture	InputEvent	BeginBatchEdit

1644516121898	PolyGesture	InputEvent	BeginBatchEdit

1644516122107	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=237.0, y[0]=366.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90316229, downTime=90316229, deviceId=6, source=0x1002, displayId=0 }
1644516122201	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=237.0, y[0]=366.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90316332, downTime=90316229, deviceId=6, source=0x1002, displayId=0 }
1644516122216	PolyGesture	InputEvent	SelectionChanged 217 217

1644516122235	PolyGesture	InputEvent	BeginBatchEdit

1644516122257	PolyGesture	InputEvent	BeginBatchEdit

1644516122264	PolyGesture	InputEvent	TouchEvent (cursorPosition=217): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=242.0, y[0]=369.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90316396, downTime=90316396, deviceId=6, source=0x1002, displayId=0 }
1644516122277	PolyGesture	InputEvent	SelectionChanged 214 218

1644516122292	PolyGesture	InputEvent	BeginBatchEdit

1644516122296	PolyGesture	InputEvent	BeginBatchEdit

1644516122354	PolyGesture	InputEvent	TouchEvent (cursorPosition=214): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=242.0, y[0]=369.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90316486, downTime=90316396, deviceId=6, source=0x1002, displayId=0 }
1644516122545	PolyGesture	InputEvent	BeginBatchEdit

1644516122546	PolyGesture	InputEvent	BeginBatchEdit

1644516122578	PolyGesture	InputEvent	BeginBatchEdit

1644516123057	PolyGesture	InputEvent	SelectionChanged 213 218

1644516123077	PolyGesture	InputEvent	BeginBatchEdit

1644516123091	PolyGesture	InputEvent	BeginBatchEdit

1644516123134	PolyGesture	InputEvent	SelectionChanged 212 218

1644516123146	PolyGesture	InputEvent	BeginBatchEdit

1644516123158	PolyGesture	InputEvent	BeginBatchEdit

1644516123358	PolyGesture	InputEvent	BeginBatchEdit

1644516123414	PolyGesture	InputEvent	SelectionChanged 211 218

1644516123431	PolyGesture	InputEvent	BeginBatchEdit

1644516123447	PolyGesture	InputEvent	BeginBatchEdit

1644516123648	PolyGesture	InputEvent	BeginBatchEdit

1644516124048	PolyGesture	InputEvent	SelectionChanged 210 218

1644516124065	PolyGesture	InputEvent	BeginBatchEdit

1644516124082	PolyGesture	InputEvent	BeginBatchEdit

1644516124283	PolyGesture	InputEvent	BeginBatchEdit

1644516125766	PolyGesture	InputEvent	BeginBatchEdit

1644516125775	PolyGesture	InputEvent	SelectionChanged 0 0

1644516125777	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1644516125782	PolyGesture	InputEvent	SelectionChanged 210 210

1644516125783	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 210 8 0

1644516125787	PolyGesture	InputEvent	SelectionChanged 210 210

1644516125799	PolyGesture	InputEvent	BeginBatchEdit

1644516125803	PolyGesture	InputEvent	BeginBatchEdit

1644516125804	PolyGesture	InputEvent	BeginBatchEdit

1644516125817	PolyGesture	InputEvent	BeginBatchEdit

1644516125818	PolyGesture	InputEvent	BeginBatchEdit

1644516125818	PolyGesture	InputEvent	BeginBatchEdit

1644516125819	PolyGesture	InputEvent	BeginBatchEdit

1644516125838	PolyGesture	InputEvent	BeginBatchEdit

1644516125840	PolyGesture	InputEvent	BeginBatchEdit

1644516125840	PolyGesture	InputEvent	BeginBatchEdit

1644516125841	PolyGesture	InputEvent	BeginBatchEdit

1644516125842	PolyGesture	InputEvent	BeginBatchEdit

1644516125843	PolyGesture	InputEvent	BeginBatchEdit

1644516125844	PolyGesture	InputEvent	BeginBatchEdit

1644516125845	PolyGesture	InputEvent	BeginBatchEdit

1644516125845	PolyGesture	InputEvent	BeginBatchEdit

1644516125859	PolyGesture	InputEvent	BeginBatchEdit

1644516125860	PolyGesture	InputEvent	BeginBatchEdit

1644516125872	PolyGesture	InputEvent	BeginBatchEdit

1644516125873	PolyGesture	InputEvent	BeginBatchEdit

1644516126064	PolyGesture	InputEvent	BeginBatchEdit

1644516126065	PolyGesture	InputEvent	BeginBatchEdit

1644516126524	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=331.0, y[0]=366.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90320647, downTime=90320647, deviceId=6, source=0x1002, displayId=0 }
1644516126633	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=331.0, y[0]=366.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90320764, downTime=90320647, deviceId=6, source=0x1002, displayId=0 }
1644516126644	PolyGesture	InputEvent	SelectionChanged 221 221

1644516126670	PolyGesture	InputEvent	BeginBatchEdit

1644516126693	PolyGesture	InputEvent	BeginBatchEdit

1644516126899	PolyGesture	InputEvent	BeginBatchEdit

1644516126909	PolyGesture	InputEvent	BeginBatchEdit

1644516126938	PolyGesture	InputEvent	BeginBatchEdit

1644516127780	PolyGesture	InputEvent	SelectionChanged 220 220

1644516127804	PolyGesture	InputEvent	BeginBatchEdit

1644516127815	PolyGesture	InputEvent	BeginBatchEdit

1644516128016	PolyGesture	InputEvent	BeginBatchEdit

1644516128018	PolyGesture	InputEvent	BeginBatchEdit

1644516128039	PolyGesture	InputEvent	BeginBatchEdit

1644516129612	PolyGesture	InputEvent	BeginBatchEdit

1644516129617	PolyGesture	InputEvent	SelectionChanged 0 0

1644516129618	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516129623	PolyGesture	InputEvent	SelectionChanged 228 228

1644516129624	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 220 0 8

1644516129629	PolyGesture	InputEvent	SelectionChanged 228 228

1644516129640	PolyGesture	InputEvent	BeginBatchEdit

1644516129642	PolyGesture	InputEvent	BeginBatchEdit

1644516129642	PolyGesture	InputEvent	BeginBatchEdit

1644516129660	PolyGesture	InputEvent	BeginBatchEdit

1644516129661	PolyGesture	InputEvent	BeginBatchEdit

1644516129661	PolyGesture	InputEvent	BeginBatchEdit

1644516129662	PolyGesture	InputEvent	BeginBatchEdit

1644516129662	PolyGesture	InputEvent	BeginBatchEdit

1644516129684	PolyGesture	InputEvent	BeginBatchEdit

1644516129685	PolyGesture	InputEvent	BeginBatchEdit

1644516129686	PolyGesture	InputEvent	BeginBatchEdit

1644516129687	PolyGesture	InputEvent	BeginBatchEdit

1644516129690	PolyGesture	InputEvent	BeginBatchEdit

1644516129692	PolyGesture	InputEvent	BeginBatchEdit

1644516129692	PolyGesture	InputEvent	BeginBatchEdit

1644516129702	PolyGesture	InputEvent	BeginBatchEdit

1644516129703	PolyGesture	InputEvent	BeginBatchEdit

1644516129704	PolyGesture	InputEvent	BeginBatchEdit

1644516129705	PolyGesture	InputEvent	BeginBatchEdit

1644516129730	PolyGesture	InputEvent	BeginBatchEdit

1644516129908	PolyGesture	InputEvent	BeginBatchEdit

1644516129909	PolyGesture	InputEvent	BeginBatchEdit

1644516130418	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=174.0, y[0]=479.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90324548, downTime=90324548, deviceId=6, source=0x1002, displayId=0 }
1644516130499	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=174.0, y[0]=479.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90324631, downTime=90324548, deviceId=6, source=0x1002, displayId=0 }
1644516130510	PolyGesture	InputEvent	SelectionChanged 277 277

1644516130541	PolyGesture	InputEvent	BeginBatchEdit

1644516130577	PolyGesture	InputEvent	BeginBatchEdit

1644516130596	PolyGesture	InputEvent	TouchEvent (cursorPosition=277): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=189.0, y[0]=479.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90324728, downTime=90324728, deviceId=6, source=0x1002, displayId=0 }
1644516130605	PolyGesture	InputEvent	SelectionChanged 275 279

1644516130616	PolyGesture	InputEvent	BeginBatchEdit

1644516130619	PolyGesture	InputEvent	BeginBatchEdit

1644516130680	PolyGesture	InputEvent	TouchEvent (cursorPosition=275): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=189.0, y[0]=479.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90324812, downTime=90324728, deviceId=6, source=0x1002, displayId=0 }
1644516130862	PolyGesture	InputEvent	BeginBatchEdit

1644516130863	PolyGesture	InputEvent	BeginBatchEdit

1644516130888	PolyGesture	InputEvent	BeginBatchEdit

1644516131266	PolyGesture	InputEvent	SelectionChanged 275 280

1644516131291	PolyGesture	InputEvent	BeginBatchEdit

1644516131293	PolyGesture	InputEvent	SelectionChanged 275 281

1644516131310	PolyGesture	InputEvent	SelectionChanged 275 282

1644516131330	PolyGesture	InputEvent	BeginBatchEdit

1644516131332	PolyGesture	InputEvent	SelectionChanged 275 283

1644516131340	PolyGesture	InputEvent	BeginBatchEdit

1644516131354	PolyGesture	InputEvent	SelectionChanged 275 284

1644516131370	PolyGesture	InputEvent	BeginBatchEdit

1644516131370	PolyGesture	InputEvent	BeginBatchEdit

1644516131376	PolyGesture	InputEvent	SelectionChanged 275 285

1644516131398	PolyGesture	InputEvent	SelectionChanged 275 286

1644516131410	PolyGesture	InputEvent	BeginBatchEdit

1644516131411	PolyGesture	InputEvent	BeginBatchEdit

1644516131422	PolyGesture	InputEvent	BeginBatchEdit

1644516131423	PolyGesture	InputEvent	BeginBatchEdit

1644516131425	PolyGesture	InputEvent	BeginBatchEdit

1644516131443	PolyGesture	InputEvent	SelectionChanged 275 287

1644516131454	PolyGesture	InputEvent	BeginBatchEdit

1644516131467	PolyGesture	InputEvent	BeginBatchEdit

1644516131521	PolyGesture	InputEvent	SelectionChanged 275 288

1644516131536	PolyGesture	InputEvent	BeginBatchEdit

1644516131545	PolyGesture	InputEvent	BeginBatchEdit

1644516131746	PolyGesture	InputEvent	BeginBatchEdit

1644516131777	PolyGesture	InputEvent	SelectionChanged 275 289

1644516131791	PolyGesture	InputEvent	BeginBatchEdit

1644516131803	PolyGesture	InputEvent	BeginBatchEdit

1644516132003	PolyGesture	InputEvent	BeginBatchEdit

1644516132257	PolyGesture	InputEvent	SelectionChanged 275 290

1644516132274	PolyGesture	InputEvent	BeginBatchEdit

1644516132284	PolyGesture	InputEvent	BeginBatchEdit

1644516132484	PolyGesture	InputEvent	BeginBatchEdit

1644516133237	PolyGesture	InputEvent	SelectionChanged 274 290

1644516133255	PolyGesture	InputEvent	BeginBatchEdit

1644516133262	PolyGesture	InputEvent	BeginBatchEdit

1644516133463	PolyGesture	InputEvent	BeginBatchEdit

1644516134965	PolyGesture	InputEvent	BeginBatchEdit

1644516134969	PolyGesture	InputEvent	SelectionChanged 0 0

1644516134971	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 497 497

1644516134976	PolyGesture	InputEvent	SelectionChanged 274 274

1644516134977	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 274 16 0

1644516134982	PolyGesture	InputEvent	SelectionChanged 274 274

1644516134994	PolyGesture	InputEvent	BeginBatchEdit

1644516134997	PolyGesture	InputEvent	BeginBatchEdit

1644516134997	PolyGesture	InputEvent	BeginBatchEdit

1644516135014	PolyGesture	InputEvent	BeginBatchEdit

1644516135014	PolyGesture	InputEvent	BeginBatchEdit

1644516135015	PolyGesture	InputEvent	BeginBatchEdit

1644516135015	PolyGesture	InputEvent	BeginBatchEdit

1644516135016	PolyGesture	InputEvent	BeginBatchEdit

1644516135027	PolyGesture	InputEvent	BeginBatchEdit

1644516135032	PolyGesture	InputEvent	BeginBatchEdit

1644516135033	PolyGesture	InputEvent	BeginBatchEdit

1644516135034	PolyGesture	InputEvent	BeginBatchEdit

1644516135036	PolyGesture	InputEvent	BeginBatchEdit

1644516135037	PolyGesture	InputEvent	BeginBatchEdit

1644516135037	PolyGesture	InputEvent	BeginBatchEdit

1644516135038	PolyGesture	InputEvent	BeginBatchEdit

1644516135049	PolyGesture	InputEvent	BeginBatchEdit

1644516135049	PolyGesture	InputEvent	BeginBatchEdit

1644516135050	PolyGesture	InputEvent	BeginBatchEdit

1644516135058	PolyGesture	InputEvent	BeginBatchEdit

1644516135252	PolyGesture	InputEvent	BeginBatchEdit

1644516135253	PolyGesture	InputEvent	BeginBatchEdit

1644516135923	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=708.0, y[0]=474.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90330044, downTime=90330044, deviceId=6, source=0x1002, displayId=0 }
1644516136016	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=708.0, y[0]=474.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90330148, downTime=90330044, deviceId=6, source=0x1002, displayId=0 }
1644516136029	PolyGesture	InputEvent	SelectionChanged 300 300

1644516136050	PolyGesture	InputEvent	BeginBatchEdit

1644516136082	PolyGesture	InputEvent	BeginBatchEdit

1644516136298	PolyGesture	InputEvent	BeginBatchEdit

1644516136300	PolyGesture	InputEvent	BeginBatchEdit

1644516136325	PolyGesture	InputEvent	BeginBatchEdit

1644516137523	PolyGesture	InputEvent	BeginBatchEdit

1644516137532	PolyGesture	InputEvent	SelectionChanged 0 0

1644516137534	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644516137541	PolyGesture	InputEvent	SelectionChanged 316 316

1644516137543	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 300 0 16

1644516137550	PolyGesture	InputEvent	SelectionChanged 316 316

1644516137566	PolyGesture	InputEvent	BeginBatchEdit

1644516137568	PolyGesture	InputEvent	BeginBatchEdit

1644516137569	PolyGesture	InputEvent	BeginBatchEdit

1644516137570	PolyGesture	InputEvent	BeginBatchEdit

1644516137588	PolyGesture	InputEvent	BeginBatchEdit

1644516137589	PolyGesture	InputEvent	BeginBatchEdit

1644516137589	PolyGesture	InputEvent	BeginBatchEdit

1644516137590	PolyGesture	InputEvent	BeginBatchEdit

1644516137598	PolyGesture	InputEvent	BeginBatchEdit

1644516137598	PolyGesture	InputEvent	BeginBatchEdit

1644516137600	PolyGesture	InputEvent	BeginBatchEdit

1644516137602	PolyGesture	InputEvent	BeginBatchEdit

1644516137605	PolyGesture	InputEvent	BeginBatchEdit

1644516137606	PolyGesture	InputEvent	BeginBatchEdit

1644516137607	PolyGesture	InputEvent	BeginBatchEdit

1644516137607	PolyGesture	InputEvent	BeginBatchEdit

1644516137625	PolyGesture	InputEvent	BeginBatchEdit

1644516137626	PolyGesture	InputEvent	BeginBatchEdit

1644516137646	PolyGesture	InputEvent	BeginBatchEdit

1644516137647	PolyGesture	InputEvent	BeginBatchEdit

1644516137827	PolyGesture	InputEvent	BeginBatchEdit

1644516137830	PolyGesture	InputEvent	BeginBatchEdit

1644516138191	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=355.0, y[0]=636.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90332314, downTime=90332314, deviceId=6, source=0x1002, displayId=0 }
1644516138292	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=355.0, y[0]=636.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90332423, downTime=90332314, deviceId=6, source=0x1002, displayId=0 }
1644516138303	PolyGesture	InputEvent	SelectionChanged 382 382

1644516138335	PolyGesture	InputEvent	BeginBatchEdit

1644516138364	PolyGesture	InputEvent	BeginBatchEdit

1644516138368	PolyGesture	InputEvent	TouchEvent (cursorPosition=382): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=367.0, y[0]=648.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90332500, downTime=90332500, deviceId=6, source=0x1002, displayId=0 }
1644516138378	PolyGesture	InputEvent	SelectionChanged 382 385

1644516138394	PolyGesture	InputEvent	BeginBatchEdit

1644516138397	PolyGesture	InputEvent	BeginBatchEdit

1644516138465	PolyGesture	InputEvent	TouchEvent (cursorPosition=382): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=367.0, y[0]=648.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=90332597, downTime=90332500, deviceId=6, source=0x1002, displayId=0 }
1644516138652	PolyGesture	InputEvent	BeginBatchEdit

1644516138653	PolyGesture	InputEvent	BeginBatchEdit

1644516138677	PolyGesture	InputEvent	BeginBatchEdit

1644516139039	PolyGesture	InputEvent	SelectionChanged 382 386

1644516139067	PolyGesture	InputEvent	BeginBatchEdit

1644516139069	PolyGesture	InputEvent	SelectionChanged 382 387

1644516139083	PolyGesture	InputEvent	SelectionChanged 382 388

1644516139095	PolyGesture	InputEvent	SelectionChanged 382 389

1644516139110	PolyGesture	InputEvent	BeginBatchEdit

1644516139115	PolyGesture	InputEvent	BeginBatchEdit

1644516139117	PolyGesture	InputEvent	SelectionChanged 382 390

1644516139140	PolyGesture	InputEvent	BeginBatchEdit

1644516139140	PolyGesture	InputEvent	BeginBatchEdit

1644516139143	PolyGesture	InputEvent	BeginBatchEdit

1644516139173	PolyGesture	InputEvent	SelectionChanged 382 391

1644516139187	PolyGesture	InputEvent	BeginBatchEdit

1644516139196	PolyGesture	InputEvent	BeginBatchEdit

1644516139398	PolyGesture	InputEvent	BeginBatchEdit

1644516140165	PolyGesture	InputEvent	SelectionChanged 381 391

1644516140182	PolyGesture	InputEvent	BeginBatchEdit

1644516140190	PolyGesture	InputEvent	BeginBatchEdit

1644516140392	PolyGesture	InputEvent	BeginBatchEdit

1644516141449	PolyGesture	InputEvent	BeginBatchEdit

1644516141457	PolyGesture	InputEvent	SelectionChanged 0 0

1644516141459	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 503 503

1644516141463	PolyGesture	InputEvent	SelectionChanged 381 381

1644516141464	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 381 10 0

1644516141468	PolyGesture	InputEvent	SelectionChanged 381 381

1644516141482	PolyGesture	InputEvent	BeginBatchEdit

1644516141485	PolyGesture	InputEvent	BeginBatchEdit

1644516141489	PolyGesture	InputEvent	BeginBatchEdit

1644516141489	PolyGesture	InputEvent	BeginBatchEdit

1644516141490	PolyGesture	InputEvent	BeginBatchEdit

1644516141490	PolyGesture	InputEvent	BeginBatchEdit

1644516141491	PolyGesture	InputEvent	BeginBatchEdit

1644516141508	PolyGesture	InputEvent	BeginBatchEdit

1644516141511	PolyGesture	InputEvent	BeginBatchEdit

