1647345523803	PolyGesture	ExperimentStarted	Raffaele bis
1647345735482	PolyGesture	InputEvent	SelectionChanged 271 271

1647345735508	PolyGesture	InputEvent	BeginBatchEdit

1647345735545	PolyGesture	InputEvent	BeginBatchEdit

1647345735546	PolyGesture	InputEvent	BeginBatchEdit

1647345735558	PolyGesture	InputEvent	BeginBatchEdit

1647345735591	PolyGesture	InputEvent	BeginBatchEdit

1647345735792	PolyGesture	InputEvent	BeginBatchEdit

1647345736083	PolyGesture	InputEvent	TouchEvent (cursorPosition=271): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=136.0, y[0]=256.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427404298, downTime=427404298, deviceId=6, source=0x1002, displayId=0 }
1647345736202	PolyGesture	InputEvent	TouchEvent (cursorPosition=271): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=136.0, y[0]=256.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427404417, downTime=427404298, deviceId=6, source=0x1002, displayId=0 }
1647345736219	PolyGesture	InputEvent	SelectionChanged 212 212

1647345736247	PolyGesture	InputEvent	BeginBatchEdit

1647345736281	PolyGesture	InputEvent	BeginBatchEdit

1647345736482	PolyGesture	InputEvent	BeginBatchEdit

1647345736831	PolyGesture	InputEvent	TouchEvent (cursorPosition=212): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=136.0, y[0]=257.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427405045, downTime=427405045, deviceId=6, source=0x1002, displayId=0 }
1647345736956	PolyGesture	InputEvent	TouchEvent (cursorPosition=212): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=136.0, y[0]=257.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427405170, downTime=427405045, deviceId=6, source=0x1002, displayId=0 }
1647345737557	PolyGesture	InputEvent	TouchEvent (cursorPosition=212): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=132.0, y[0]=282.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427405771, downTime=427405771, deviceId=6, source=0x1002, displayId=0 }
1647345737879	PolyGesture	InputEvent	SelectionChanged 211 213

1647345737897	PolyGesture	InputEvent	BeginBatchEdit

1647345737901	PolyGesture	InputEvent	BeginBatchEdit

1647345737931	PolyGesture	InputEvent	TouchEvent (cursorPosition=211): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=132.0, y[0]=282.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427406147, downTime=427405771, deviceId=6, source=0x1002, displayId=0 }
1647345738142	PolyGesture	InputEvent	BeginBatchEdit

1647345738834	PolyGesture	InputEvent	SelectionChanged 211 214

1647345738863	PolyGesture	InputEvent	BeginBatchEdit

1647345738864	PolyGesture	InputEvent	SelectionChanged 211 215

1647345738890	PolyGesture	InputEvent	BeginBatchEdit

1647345738891	PolyGesture	InputEvent	BeginBatchEdit

1647345738894	PolyGesture	InputEvent	BeginBatchEdit

1647345738922	PolyGesture	InputEvent	SelectionChanged 211 216

1647345738934	PolyGesture	InputEvent	BeginBatchEdit

1647345738946	PolyGesture	InputEvent	BeginBatchEdit

1647345739135	PolyGesture	InputEvent	SelectionChanged 211 217

1647345739153	PolyGesture	InputEvent	BeginBatchEdit

1647345739162	PolyGesture	InputEvent	BeginBatchEdit

1647345739363	PolyGesture	InputEvent	BeginBatchEdit

1647345739614	PolyGesture	InputEvent	SelectionChanged 211 218

1647345739630	PolyGesture	InputEvent	BeginBatchEdit

1647345739641	PolyGesture	InputEvent	BeginBatchEdit

1647345739842	PolyGesture	InputEvent	BeginBatchEdit

1647345743387	PolyGesture	InputEvent	SelectionChanged 210 218

1647345743405	PolyGesture	InputEvent	BeginBatchEdit

1647345743415	PolyGesture	InputEvent	BeginBatchEdit

1647345743615	PolyGesture	InputEvent	BeginBatchEdit

1647345745789	PolyGesture	InputEvent	SelectionChanged 218 218

1647345745802	PolyGesture	InputEvent	BeginBatchEdit

1647345745806	PolyGesture	InputEvent	BeginBatchEdit

1647345746009	PolyGesture	InputEvent	BeginBatchEdit

1647345746602	PolyGesture	InputEvent	TouchEvent (cursorPosition=218): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=441.0, y[0]=283.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427414807, downTime=427414807, deviceId=6, source=0x1002, displayId=0 }
1647345746701	PolyGesture	InputEvent	TouchEvent (cursorPosition=218): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=441.0, y[0]=283.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427414917, downTime=427414807, deviceId=6, source=0x1002, displayId=0 }
1647345746710	PolyGesture	InputEvent	SelectionChanged 229 229

1647345746731	PolyGesture	InputEvent	BeginBatchEdit

1647345746767	PolyGesture	InputEvent	BeginBatchEdit

1647345746959	PolyGesture	InputEvent	BeginBatchEdit

1647345749776	PolyGesture	InputEvent	TouchEvent (cursorPosition=229): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=239.0, y[0]=292.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427417978, downTime=427417978, deviceId=6, source=0x1002, displayId=0 }
1647345749850	PolyGesture	InputEvent	TouchEvent (cursorPosition=229): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=239.0, y[0]=292.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427418066, downTime=427417978, deviceId=6, source=0x1002, displayId=0 }
1647345749866	PolyGesture	InputEvent	SelectionChanged 271 271

1647345749896	PolyGesture	InputEvent	BeginBatchEdit

1647345749930	PolyGesture	InputEvent	BeginBatchEdit

1647345750142	PolyGesture	InputEvent	BeginBatchEdit

1647345750509	PolyGesture	InputEvent	TouchEvent (cursorPosition=271): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=253.0, y[0]=275.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427418715, downTime=427418715, deviceId=6, source=0x1002, displayId=0 }
1647345750652	PolyGesture	InputEvent	TouchEvent (cursorPosition=271): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=253.0, y[0]=275.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427418868, downTime=427418715, deviceId=6, source=0x1002, displayId=0 }
1647345750669	PolyGesture	InputEvent	SelectionChanged 219 219

1647345750696	PolyGesture	InputEvent	BeginBatchEdit

1647345750730	PolyGesture	InputEvent	BeginBatchEdit

1647345750921	PolyGesture	InputEvent	BeginBatchEdit

1647345751739	PolyGesture	InputEvent	TouchEvent (cursorPosition=219): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=138.0, y[0]=274.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427419954, downTime=427419954, deviceId=6, source=0x1002, displayId=0 }
1647345751890	PolyGesture	InputEvent	TouchEvent (cursorPosition=219): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=138.0, y[0]=274.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427420106, downTime=427419954, deviceId=6, source=0x1002, displayId=0 }
1647345751906	PolyGesture	InputEvent	SelectionChanged 212 212

1647345751932	PolyGesture	InputEvent	BeginBatchEdit

1647345751966	PolyGesture	InputEvent	BeginBatchEdit

1647345752158	PolyGesture	InputEvent	BeginBatchEdit

1647345752327	PolyGesture	InputEvent	TouchEvent (cursorPosition=212): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=159.0, y[0]=267.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427420540, downTime=427420540, deviceId=6, source=0x1002, displayId=0 }
1647345752650	PolyGesture	InputEvent	SelectionChanged 214 218

1647345752665	PolyGesture	InputEvent	BeginBatchEdit

1647345752669	PolyGesture	InputEvent	BeginBatchEdit

1647345752793	PolyGesture	InputEvent	TouchEvent (cursorPosition=214): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=159.0, y[0]=267.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427421007, downTime=427420540, deviceId=6, source=0x1002, displayId=0 }
1647345752958	PolyGesture	InputEvent	BeginBatchEdit

1647345753707	PolyGesture	InputEvent	SelectionChanged 213 218

1647345753726	PolyGesture	InputEvent	BeginBatchEdit

1647345753735	PolyGesture	InputEvent	BeginBatchEdit

1647345753785	PolyGesture	InputEvent	SelectionChanged 212 218

1647345753800	PolyGesture	InputEvent	BeginBatchEdit

1647345753810	PolyGesture	InputEvent	BeginBatchEdit

1647345753898	PolyGesture	InputEvent	SelectionChanged 211 218

1647345753913	PolyGesture	InputEvent	BeginBatchEdit

1647345753924	PolyGesture	InputEvent	BeginBatchEdit

1647345754124	PolyGesture	InputEvent	BeginBatchEdit

1647345757549	PolyGesture	InputEvent	SelectionChanged 210 218

1647345757576	PolyGesture	InputEvent	BeginBatchEdit

1647345757585	PolyGesture	InputEvent	BeginBatchEdit

1647345757786	PolyGesture	InputEvent	BeginBatchEdit

1647345760072	PolyGesture	InputEvent	BeginBatchEdit

1647345760079	PolyGesture	InputEvent	SelectionChanged 0 0

1647345760081	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1647345760089	PolyGesture	InputEvent	SelectionChanged 210 210

1647345760090	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 210 8 0

1647345760094	PolyGesture	InputEvent	SelectionChanged 210 210

1647345760110	PolyGesture	InputEvent	BeginBatchEdit

1647345760116	PolyGesture	InputEvent	BeginBatchEdit

1647345760120	PolyGesture	InputEvent	BeginBatchEdit

1647345760120	PolyGesture	InputEvent	BeginBatchEdit

1647345760129	PolyGesture	InputEvent	BeginBatchEdit

1647345760132	PolyGesture	InputEvent	BeginBatchEdit

1647345760132	PolyGesture	InputEvent	BeginBatchEdit

1647345760135	PolyGesture	InputEvent	BeginBatchEdit

1647345760336	PolyGesture	InputEvent	BeginBatchEdit

1647345762126	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=304.0, y[0]=275.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427430334, downTime=427430334, deviceId=6, source=0x1002, displayId=0 }
1647345762219	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=304.0, y[0]=275.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427430435, downTime=427430334, deviceId=6, source=0x1002, displayId=0 }
1647345762227	PolyGesture	InputEvent	SelectionChanged 222 222

1647345762263	PolyGesture	InputEvent	BeginBatchEdit

1647345762286	PolyGesture	InputEvent	BeginBatchEdit

1647345762489	PolyGesture	InputEvent	BeginBatchEdit

1647345762884	PolyGesture	InputEvent	TouchEvent (cursorPosition=222): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=267.0, y[0]=271.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427431084, downTime=427431084, deviceId=6, source=0x1002, displayId=0 }
1647345762978	PolyGesture	InputEvent	TouchEvent (cursorPosition=222): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=267.0, y[0]=271.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427431194, downTime=427431084, deviceId=6, source=0x1002, displayId=0 }
1647345762997	PolyGesture	InputEvent	SelectionChanged 219 219

1647345763021	PolyGesture	InputEvent	BeginBatchEdit

1647345763060	PolyGesture	InputEvent	BeginBatchEdit

1647345763269	PolyGesture	InputEvent	BeginBatchEdit

1647345763672	PolyGesture	InputEvent	TouchEvent (cursorPosition=219): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=287.0, y[0]=264.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427431872, downTime=427431872, deviceId=6, source=0x1002, displayId=0 }
1647345763753	PolyGesture	InputEvent	TouchEvent (cursorPosition=219): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=287.0, y[0]=264.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427431969, downTime=427431872, deviceId=6, source=0x1002, displayId=0 }
1647345763768	PolyGesture	InputEvent	SelectionChanged 221 221

1647345763791	PolyGesture	InputEvent	BeginBatchEdit

1647345763848	PolyGesture	InputEvent	BeginBatchEdit

1647345764038	PolyGesture	InputEvent	BeginBatchEdit

1647345768812	PolyGesture	InputEvent	BeginBatchEdit

1647345768818	PolyGesture	InputEvent	SelectionChanged 0 0

1647345768821	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of themwhisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647345768828	PolyGesture	InputEvent	SelectionChanged 229 229

1647345768829	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of themwhisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 221 0 8

1647345768832	PolyGesture	InputEvent	SelectionChanged 229 229

1647345768848	PolyGesture	InputEvent	BeginBatchEdit

1647345768853	PolyGesture	InputEvent	BeginBatchEdit

1647345768856	PolyGesture	InputEvent	BeginBatchEdit

1647345768857	PolyGesture	InputEvent	BeginBatchEdit

1647345768866	PolyGesture	InputEvent	BeginBatchEdit

1647345768871	PolyGesture	InputEvent	BeginBatchEdit

1647345768871	PolyGesture	InputEvent	BeginBatchEdit

1647345768874	PolyGesture	InputEvent	BeginBatchEdit

1647345769075	PolyGesture	InputEvent	BeginBatchEdit

1647345773072	PolyGesture	InputEvent	TouchEvent (cursorPosition=229): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=411.0, y[0]=276.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427441279, downTime=427441279, deviceId=6, source=0x1002, displayId=0 }
1647345773123	PolyGesture	InputEvent	TouchEvent (cursorPosition=229): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=411.0, y[0]=276.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427441339, downTime=427441279, deviceId=6, source=0x1002, displayId=0 }
1647345773805	PolyGesture	InputEvent	TouchEvent (cursorPosition=229): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=410.0, y[0]=276.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427442011, downTime=427442011, deviceId=6, source=0x1002, displayId=0 }
1647345773849	PolyGesture	InputEvent	TouchEvent (cursorPosition=229): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=410.0, y[0]=276.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427442065, downTime=427442011, deviceId=6, source=0x1002, displayId=0 }
1647345773868	PolyGesture	InputEvent	SelectionChanged 228 228

1647345773892	PolyGesture	InputEvent	BeginBatchEdit

1647345773930	PolyGesture	InputEvent	BeginBatchEdit

1647345774138	PolyGesture	InputEvent	BeginBatchEdit

1647345775151	PolyGesture	InputEvent	BeginBatchEdit

1647345775168	PolyGesture	InputEvent	SelectionChanged 0 0

1647345775171	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of the mwhisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1647345775178	PolyGesture	InputEvent	SelectionChanged 229 229

1647345775179	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of the mwhisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 228 0 1

1647345775183	PolyGesture	InputEvent	SelectionChanged 229 229

1647345775194	PolyGesture	InputEvent	BeginBatchEdit

1647345775202	PolyGesture	InputEvent	BeginBatchEdit

1647345775204	PolyGesture	InputEvent	BeginBatchEdit

1647345775211	PolyGesture	InputEvent	BeginBatchEdit

1647345775214	PolyGesture	InputEvent	BeginBatchEdit

1647345775215	PolyGesture	InputEvent	BeginBatchEdit

1647345775217	PolyGesture	InputEvent	BeginBatchEdit

1647345775418	PolyGesture	InputEvent	BeginBatchEdit

1647345780821	PolyGesture	InputEvent	BeginBatchEdit

1647345780829	PolyGesture	InputEvent	SelectionChanged 0 0

1647345780832	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of themwhisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647345780839	PolyGesture	InputEvent	SelectionChanged 228 228

1647345780840	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of themwhisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 228 1 0

1647345780843	PolyGesture	InputEvent	SelectionChanged 228 228

1647345780854	PolyGesture	InputEvent	BeginBatchEdit

1647345780859	PolyGesture	InputEvent	BeginBatchEdit

1647345780860	PolyGesture	InputEvent	BeginBatchEdit

1647345780868	PolyGesture	InputEvent	BeginBatchEdit

1647345780870	PolyGesture	InputEvent	BeginBatchEdit

1647345780872	PolyGesture	InputEvent	BeginBatchEdit

1647345780875	PolyGesture	InputEvent	BeginBatchEdit

1647345781077	PolyGesture	InputEvent	BeginBatchEdit

1647345781868	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=440.0, y[0]=270.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427450076, downTime=427450076, deviceId=6, source=0x1002, displayId=0 }
1647345781950	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=440.0, y[0]=270.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427450166, downTime=427450076, deviceId=6, source=0x1002, displayId=0 }
1647345781957	PolyGesture	InputEvent	SelectionChanged 229 229

1647345781984	PolyGesture	InputEvent	BeginBatchEdit

1647345782017	PolyGesture	InputEvent	BeginBatchEdit

1647345782209	PolyGesture	InputEvent	BeginBatchEdit

1647345783157	PolyGesture	InputEvent	BeginBatchEdit

1647345783173	PolyGesture	InputEvent	SelectionChanged 0 0

1647345783176	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 514 514

1647345783184	PolyGesture	InputEvent	SelectionChanged 230 230

1647345783184	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one  of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 229 0 1

1647345783188	PolyGesture	InputEvent	SelectionChanged 230 230

1647345783199	PolyGesture	InputEvent	BeginBatchEdit

1647345783207	PolyGesture	InputEvent	BeginBatchEdit

1647345783210	PolyGesture	InputEvent	BeginBatchEdit

1647345783214	PolyGesture	InputEvent	BeginBatchEdit

1647345783219	PolyGesture	InputEvent	BeginBatchEdit

1647345783221	PolyGesture	InputEvent	BeginBatchEdit

1647345783225	PolyGesture	InputEvent	BeginBatchEdit

1647345783426	PolyGesture	InputEvent	BeginBatchEdit

1647345802998	PolyGesture	InputEvent	TouchEvent (cursorPosition=230): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=228.0, y[0]=382.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427471205, downTime=427471205, deviceId=6, source=0x1002, displayId=0 }
1647345803083	PolyGesture	InputEvent	TouchEvent (cursorPosition=230): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=228.0, y[0]=382.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427471299, downTime=427471205, deviceId=6, source=0x1002, displayId=0 }
1647345803090	PolyGesture	InputEvent	SelectionChanged 335 335

1647345803116	PolyGesture	InputEvent	BeginBatchEdit

1647345803150	PolyGesture	InputEvent	BeginBatchEdit

1647345803342	PolyGesture	InputEvent	BeginBatchEdit

1647345805154	PolyGesture	InputEvent	TouchEvent (cursorPosition=335): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=142.0, y[0]=340.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427473369, downTime=427473369, deviceId=6, source=0x1002, displayId=0 }
1647345805471	PolyGesture	InputEvent	SelectionChanged 276 280

1647345805489	PolyGesture	InputEvent	BeginBatchEdit

1647345805494	PolyGesture	InputEvent	BeginBatchEdit

1647345805682	PolyGesture	InputEvent	TouchEvent (cursorPosition=276): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=142.0, y[0]=340.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=427473898, downTime=427473369, deviceId=6, source=0x1002, displayId=0 }
1647345805695	PolyGesture	InputEvent	BeginBatchEdit

1647345806630	PolyGesture	InputEvent	SelectionChanged 275 280

1647345806646	PolyGesture	InputEvent	BeginBatchEdit

1647345806657	PolyGesture	InputEvent	BeginBatchEdit

1647345806763	PolyGesture	InputEvent	SelectionChanged 274 280

1647345806782	PolyGesture	InputEvent	BeginBatchEdit

1647345806798	PolyGesture	InputEvent	BeginBatchEdit

1647345806998	PolyGesture	InputEvent	BeginBatchEdit

1647345807220	PolyGesture	InputEvent	SelectionChanged 273 280

1647345807238	PolyGesture	InputEvent	BeginBatchEdit

1647345807254	PolyGesture	InputEvent	BeginBatchEdit

1647345807455	PolyGesture	InputEvent	BeginBatchEdit

1647345809304	PolyGesture	InputEvent	SelectionChanged 273 281

1647345809317	PolyGesture	InputEvent	BeginBatchEdit

1647345809327	PolyGesture	InputEvent	BeginBatchEdit

1647345809482	PolyGesture	InputEvent	SelectionChanged 273 282

1647345809498	PolyGesture	InputEvent	BeginBatchEdit

1647345809510	PolyGesture	InputEvent	BeginBatchEdit

1647345809711	PolyGesture	InputEvent	BeginBatchEdit

1647345810140	PolyGesture	InputEvent	SelectionChanged 273 283

1647345810158	PolyGesture	InputEvent	BeginBatchEdit

