1643970999411	PolyGesture	ExperimentStarted	Francesca

1643971078667	PolyGesture	InputEvent	SelectionChanged 183 183

1643971078689	PolyGesture	InputEvent	BeginBatchEdit

1643971078692	PolyGesture	InputEvent	BeginBatchEdit

1643971078694	PolyGesture	InputEvent	BeginBatchEdit

1643971078695	PolyGesture	InputEvent	BeginBatchEdit

1643971078715	PolyGesture	InputEvent	BeginBatchEdit

1643971078716	PolyGesture	InputEvent	BeginBatchEdit

1643971078717	PolyGesture	InputEvent	BeginBatchEdit

1643971078718	PolyGesture	InputEvent	BeginBatchEdit

1643971078756	PolyGesture	InputEvent	BeginBatchEdit

1643971078756	PolyGesture	InputEvent	BeginBatchEdit

1643971078760	PolyGesture	InputEvent	BeginBatchEdit

1643971078763	PolyGesture	InputEvent	BeginBatchEdit

1643971078766	PolyGesture	InputEvent	BeginBatchEdit

1643971078767	PolyGesture	InputEvent	BeginBatchEdit

1643971078790	PolyGesture	InputEvent	BeginBatchEdit

1643971078791	PolyGesture	InputEvent	BeginBatchEdit

1643971078793	PolyGesture	InputEvent	BeginBatchEdit

1643971078794	PolyGesture	InputEvent	BeginBatchEdit

1643971078831	PolyGesture	InputEvent	BeginBatchEdit

1643971078832	PolyGesture	InputEvent	BeginBatchEdit

1643971078996	PolyGesture	InputEvent	BeginBatchEdit

1643971078997	PolyGesture	InputEvent	BeginBatchEdit

1643971080372	PolyGesture	InputEvent	TouchEvent (cursorPosition=183): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=478.0, y[0]=720.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82284144, downTime=82284144, deviceId=6, source=0x1002, displayId=0 }
1643971080411	PolyGesture	InputEvent	TouchEvent (cursorPosition=183): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=478.0, y[0]=720.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82284191, downTime=82284144, deviceId=6, source=0x1002, displayId=0 }
1643971080423	PolyGesture	InputEvent	SelectionChanged 315 315

1643971080456	PolyGesture	InputEvent	BeginBatchEdit

1643971080492	PolyGesture	InputEvent	BeginBatchEdit

1643971080700	PolyGesture	InputEvent	BeginBatchEdit

1643971080701	PolyGesture	InputEvent	BeginBatchEdit

1643971080731	PolyGesture	InputEvent	BeginBatchEdit

1643971081019	PolyGesture	InputEvent	SelectionChanged 314 314

1643971081037	PolyGesture	InputEvent	BeginBatchEdit

1643971081045	PolyGesture	InputEvent	BeginBatchEdit

1643971081248	PolyGesture	InputEvent	BeginBatchEdit

1643971081249	PolyGesture	InputEvent	BeginBatchEdit

1643971081277	PolyGesture	InputEvent	BeginBatchEdit

1643971082127	PolyGesture	InputEvent	SelectionChanged 314 313

1643971082139	PolyGesture	InputEvent	BeginBatchEdit

1643971082141	PolyGesture	InputEvent	BeginBatchEdit

1643971082344	PolyGesture	InputEvent	BeginBatchEdit

1643971082345	PolyGesture	InputEvent	BeginBatchEdit

1643971082367	PolyGesture	InputEvent	BeginBatchEdit

1643971082514	PolyGesture	InputEvent	SelectionChanged 314 312

1643971082529	PolyGesture	InputEvent	BeginBatchEdit

1643971082531	PolyGesture	InputEvent	BeginBatchEdit

1643971082735	PolyGesture	InputEvent	BeginBatchEdit

1643971082861	PolyGesture	InputEvent	SelectionChanged 314 311

1643971082885	PolyGesture	InputEvent	BeginBatchEdit

1643971082889	PolyGesture	InputEvent	BeginBatchEdit

1643971083092	PolyGesture	InputEvent	BeginBatchEdit

1643971083190	PolyGesture	InputEvent	SelectionChanged 314 310

1643971083209	PolyGesture	InputEvent	BeginBatchEdit

1643971083212	PolyGesture	InputEvent	BeginBatchEdit

1643971083415	PolyGesture	InputEvent	BeginBatchEdit

1643971083825	PolyGesture	InputEvent	BeginBatchEdit

1643971083830	PolyGesture	InputEvent	SelectionChanged 0 0

1643971083834	PolyGesture	InputEvent	BeginBatchEdit

1643971083837	PolyGesture	InputEvent	SelectionChanged 0 0

1643971083839	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 511 511

1643971083845	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 511

1643971083849	PolyGesture	InputEvent	SelectionChanged 310 310

1643971083877	PolyGesture	InputEvent	BeginBatchEdit

1643971083880	PolyGesture	InputEvent	BeginBatchEdit

1643971083882	PolyGesture	InputEvent	BeginBatchEdit

1643971083883	PolyGesture	InputEvent	BeginBatchEdit

1643971083892	PolyGesture	InputEvent	BeginBatchEdit

1643971083894	PolyGesture	InputEvent	BeginBatchEdit

1643971084095	PolyGesture	InputEvent	BeginBatchEdit

1643971084097	PolyGesture	InputEvent	BeginBatchEdit

1643971084123	PolyGesture	InputEvent	BeginBatchEdit

1643971084686	PolyGesture	InputEvent	TouchEvent (cursorPosition=310): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=105.0, y[0]=837.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82288465, downTime=82288465, deviceId=6, source=0x1002, displayId=0 }
1643971084717	PolyGesture	InputEvent	TouchEvent (cursorPosition=310): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=105.0, y[0]=837.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82288498, downTime=82288465, deviceId=6, source=0x1002, displayId=0 }
1643971084728	PolyGesture	InputEvent	SelectionChanged 373 373

1643971084752	PolyGesture	InputEvent	BeginBatchEdit

1643971084784	PolyGesture	InputEvent	BeginBatchEdit

1643971084998	PolyGesture	InputEvent	BeginBatchEdit

1643971084999	PolyGesture	InputEvent	BeginBatchEdit

1643971085027	PolyGesture	InputEvent	BeginBatchEdit

1643971085570	PolyGesture	InputEvent	SelectionChanged 372 372

1643971085600	PolyGesture	InputEvent	BeginBatchEdit

1643971085612	PolyGesture	InputEvent	BeginBatchEdit

1643971085815	PolyGesture	InputEvent	BeginBatchEdit

1643971085817	PolyGesture	InputEvent	BeginBatchEdit

1643971085839	PolyGesture	InputEvent	BeginBatchEdit

1643971085924	PolyGesture	InputEvent	BeginBatchEdit

1643971085929	PolyGesture	InputEvent	SelectionChanged 0 0

1643971085933	PolyGesture	TaskCompleted	Sposta parola (taglia - incolla) in 25"414 seconds (at 82289714, effective time: 24"379)

***************************************


1643971085947	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 515 515

1643971085951	PolyGesture	InputEvent	SelectionChanged 376 376

1643971085952	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even  his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other,  That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 372 0 4

1643971085956	PolyGesture	InputEvent	SelectionChanged 376 376

1643971086002	PolyGesture	InputEvent	BeginBatchEdit

1643971086004	PolyGesture	InputEvent	BeginBatchEdit

1643971086006	PolyGesture	InputEvent	BeginBatchEdit

1643971086025	PolyGesture	InputEvent	BeginBatchEdit

1643971086026	PolyGesture	InputEvent	BeginBatchEdit

1643971086027	PolyGesture	InputEvent	BeginBatchEdit

1643971086028	PolyGesture	InputEvent	BeginBatchEdit

1643971086028	PolyGesture	InputEvent	BeginBatchEdit

1643971086047	PolyGesture	InputEvent	BeginBatchEdit

1643971086047	PolyGesture	InputEvent	BeginBatchEdit

1643971086049	PolyGesture	InputEvent	BeginBatchEdit

1643971086050	PolyGesture	InputEvent	BeginBatchEdit

1643971086053	PolyGesture	InputEvent	BeginBatchEdit

1643971086053	PolyGesture	InputEvent	BeginBatchEdit

1643971086054	PolyGesture	InputEvent	BeginBatchEdit

1643971086054	PolyGesture	InputEvent	BeginBatchEdit

1643971086069	PolyGesture	InputEvent	BeginBatchEdit

1643971086070	PolyGesture	InputEvent	BeginBatchEdit

1643971086094	PolyGesture	InputEvent	BeginBatchEdit

1643971086094	PolyGesture	InputEvent	BeginBatchEdit

1643971086271	PolyGesture	InputEvent	BeginBatchEdit

1643971086273	PolyGesture	InputEvent	BeginBatchEdit

1643971086849	PolyGesture	InputEvent	TouchEvent (cursorPosition=376): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=685.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82290628, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086856	PolyGesture	InputEvent	TouchEvent (cursorPosition=376): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=20.209702, y[0]=695.10486, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=82290637, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086862	PolyGesture	InputEvent	SelectionChanged 300 300

1643971086892	PolyGesture	InputEvent	BeginBatchEdit

1643971086892	PolyGesture	InputEvent	TouchEvent (cursorPosition=300): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=278.6329, y[0]=845.1541, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=4, eventTime=82290668, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086895	PolyGesture	InputEvent	SelectionChanged 308 308

1643971086927	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=476.11462, y[0]=980.8174, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=5, eventTime=82290701, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086930	PolyGesture	InputEvent	SelectionChanged 416 416

1643971086946	PolyGesture	InputEvent	TouchEvent (cursorPosition=416): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=514.61273, y[0]=1010.2096, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=82290712, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086948	PolyGesture	InputEvent	SelectionChanged 418 418

1643971086959	PolyGesture	InputEvent	TouchEvent (cursorPosition=418): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=533.0, y[0]=1024.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82290718, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086961	PolyGesture	InputEvent	TouchEvent (cursorPosition=418): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=533.0, y[0]=1024.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82290739, downTime=82290628, deviceId=6, source=0x1002, displayId=0 }
1643971086964	PolyGesture	InputEvent	BeginBatchEdit

1643971086971	PolyGesture	InputEvent	BeginBatchEdit

1643971086974	PolyGesture	InputEvent	BeginBatchEdit

1643971087175	PolyGesture	InputEvent	BeginBatchEdit

1643971087179	PolyGesture	InputEvent	BeginBatchEdit

1643971087234	PolyGesture	InputEvent	BeginBatchEdit

1643971087528	PolyGesture	InputEvent	BeginBatchEdit

1643971087545	PolyGesture	InputEvent	BeginBatchEdit

1643971088065	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=82291842, downTime=82291842, deviceId=-1, source=0x101, displayId=0 }

1643971088068	PolyGesture	InputEvent	BeginBatchEdit

1643971088101	PolyGesture	InputEvent	WindowFocusChanged false

1643971088147	PolyGesture	InputEvent	BeginBatchEdit

1643971088147	PolyGesture	InputEvent	BeginBatchEdit

1643971089199	PolyGesture	InputEvent	SelectionChanged 0 0

1643971089200	PolyGesture	InputEvent	TextChanged '' 0 0 0

1643971089282	PolyGesture	InputEvent	SelectionChanged 0 0

1643971089283	PolyGesture	InputEvent	SelectionChanged 0 0

1643971089284	PolyGesture	TaskStarted	Sposta frase

1643971089284	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1643971089287	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1643971089291	PolyGesture	InputEvent	SelectionChanged 513 513

1643971089305	PolyGesture	InputEvent	FocusChanged true 130 null

1643971089327	PolyGesture	InputEvent	WindowFocusChanged true

1643971090770	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=370.0, y[0]=563.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82294541, downTime=82294541, deviceId=6, source=0x1002, displayId=0 }
1643971090795	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=370.0, y[0]=563.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82294575, downTime=82294541, deviceId=6, source=0x1002, displayId=0 }
1643971090806	PolyGesture	InputEvent	SelectionChanged 219 219

1643971090835	PolyGesture	InputEvent	BeginBatchEdit

1643971090835	PolyGesture	InputEvent	BeginBatchEdit

1643971090854	PolyGesture	InputEvent	BeginBatchEdit

1643971090861	PolyGesture	InputEvent	BeginBatchEdit

1643971091069	PolyGesture	InputEvent	BeginBatchEdit

1643971091070	PolyGesture	InputEvent	BeginBatchEdit

1643971091097	PolyGesture	InputEvent	BeginBatchEdit

1643971091500	PolyGesture	InputEvent	SelectionChanged 218 218

1643971091516	PolyGesture	InputEvent	BeginBatchEdit

1643971091526	PolyGesture	InputEvent	BeginBatchEdit

1643971091727	PolyGesture	InputEvent	BeginBatchEdit

1643971091730	PolyGesture	InputEvent	BeginBatchEdit

1643971091751	PolyGesture	InputEvent	BeginBatchEdit

1643971092564	PolyGesture	InputEvent	TouchEvent (cursorPosition=218): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=178.0, y[0]=543.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82296342, downTime=82296342, deviceId=6, source=0x1002, displayId=0 }
1643971092608	PolyGesture	InputEvent	TouchEvent (cursorPosition=218): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=178.0, y[0]=543.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82296389, downTime=82296342, deviceId=6, source=0x1002, displayId=0 }
1643971092628	PolyGesture	InputEvent	SelectionChanged 212 212

1643971092629	PolyGesture	InputEvent	SelectionChanged 218 212

1643971092640	PolyGesture	InputEvent	BeginBatchEdit

1643971092642	PolyGesture	InputEvent	BeginBatchEdit

1643971092642	PolyGesture	InputEvent	BeginBatchEdit

1643971092644	PolyGesture	InputEvent	BeginBatchEdit

1643971092847	PolyGesture	InputEvent	BeginBatchEdit

1643971092849	PolyGesture	InputEvent	BeginBatchEdit

1643971092872	PolyGesture	InputEvent	BeginBatchEdit

1643971093265	PolyGesture	InputEvent	SelectionChanged 218 211

1643971093286	PolyGesture	InputEvent	BeginBatchEdit

1643971093290	PolyGesture	InputEvent	BeginBatchEdit

1643971093493	PolyGesture	InputEvent	BeginBatchEdit

1643971093817	PolyGesture	InputEvent	SelectionChanged 218 210

1643971093832	PolyGesture	InputEvent	BeginBatchEdit

1643971093837	PolyGesture	InputEvent	BeginBatchEdit

1643971094044	PolyGesture	InputEvent	BeginBatchEdit

1643971094502	PolyGesture	InputEvent	BeginBatchEdit

1643971094506	PolyGesture	InputEvent	SelectionChanged 0 0

1643971094511	PolyGesture	InputEvent	BeginBatchEdit

1643971094515	PolyGesture	InputEvent	SelectionChanged 0 0

1643971094517	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1643971094522	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 505

1643971094526	PolyGesture	InputEvent	SelectionChanged 210 210

1643971094552	PolyGesture	InputEvent	BeginBatchEdit

1643971094555	PolyGesture	InputEvent	BeginBatchEdit

1643971094555	PolyGesture	InputEvent	BeginBatchEdit

1643971094556	PolyGesture	InputEvent	BeginBatchEdit

1643971094578	PolyGesture	InputEvent	BeginBatchEdit

1643971094579	PolyGesture	InputEvent	BeginBatchEdit

1643971094579	PolyGesture	InputEvent	BeginBatchEdit

1643971094580	PolyGesture	InputEvent	BeginBatchEdit

1643971094619	PolyGesture	InputEvent	BeginBatchEdit

1643971094621	PolyGesture	InputEvent	BeginBatchEdit

1643971094623	PolyGesture	InputEvent	BeginBatchEdit

1643971094624	PolyGesture	InputEvent	BeginBatchEdit

1643971094626	PolyGesture	InputEvent	BeginBatchEdit

1643971094627	PolyGesture	InputEvent	BeginBatchEdit

1643971094665	PolyGesture	InputEvent	BeginBatchEdit

1643971094666	PolyGesture	InputEvent	BeginBatchEdit

1643971094667	PolyGesture	InputEvent	BeginBatchEdit

1643971094709	PolyGesture	InputEvent	BeginBatchEdit

1643971094712	PolyGesture	InputEvent	BeginBatchEdit

1643971094712	PolyGesture	InputEvent	BeginBatchEdit

1643971094715	PolyGesture	InputEvent	BeginBatchEdit

1643971094917	PolyGesture	InputEvent	BeginBatchEdit

1643971094918	PolyGesture	InputEvent	BeginBatchEdit

1643971096288	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=430.0, y[0]=550.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82300053, downTime=82300053, deviceId=6, source=0x1002, displayId=0 }
1643971096343	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=430.0, y[0]=550.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82300123, downTime=82300053, deviceId=6, source=0x1002, displayId=0 }
1643971096353	PolyGesture	InputEvent	SelectionChanged 221 221

1643971096376	PolyGesture	InputEvent	BeginBatchEdit

1643971096398	PolyGesture	InputEvent	BeginBatchEdit

1643971096604	PolyGesture	InputEvent	BeginBatchEdit

1643971096605	PolyGesture	InputEvent	BeginBatchEdit

1643971096634	PolyGesture	InputEvent	BeginBatchEdit

1643971097097	PolyGesture	InputEvent	SelectionChanged 220 220

1643971097121	PolyGesture	InputEvent	BeginBatchEdit

1643971097128	PolyGesture	InputEvent	BeginBatchEdit

1643971097332	PolyGesture	InputEvent	BeginBatchEdit

1643971097333	PolyGesture	InputEvent	BeginBatchEdit

1643971097359	PolyGesture	InputEvent	BeginBatchEdit

1643971097647	PolyGesture	InputEvent	BeginBatchEdit

1643971097662	PolyGesture	InputEvent	SelectionChanged 0 0

1643971097665	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1643971097670	PolyGesture	InputEvent	SelectionChanged 228 228

1643971097671	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 220 0 8

1643971097676	PolyGesture	InputEvent	SelectionChanged 228 228

1643971097695	PolyGesture	InputEvent	BeginBatchEdit

1643971097697	PolyGesture	InputEvent	BeginBatchEdit

1643971097697	PolyGesture	InputEvent	BeginBatchEdit

1643971097719	PolyGesture	InputEvent	BeginBatchEdit

1643971097720	PolyGesture	InputEvent	BeginBatchEdit

1643971097720	PolyGesture	InputEvent	BeginBatchEdit

1643971097721	PolyGesture	InputEvent	BeginBatchEdit

1643971097721	PolyGesture	InputEvent	BeginBatchEdit

1643971097747	PolyGesture	InputEvent	BeginBatchEdit

1643971097747	PolyGesture	InputEvent	BeginBatchEdit

1643971097749	PolyGesture	InputEvent	BeginBatchEdit

1643971097751	PolyGesture	InputEvent	BeginBatchEdit

1643971097752	PolyGesture	InputEvent	BeginBatchEdit

1643971097753	PolyGesture	InputEvent	BeginBatchEdit

1643971097778	PolyGesture	InputEvent	BeginBatchEdit

1643971097779	PolyGesture	InputEvent	BeginBatchEdit

1643971097781	PolyGesture	InputEvent	BeginBatchEdit

1643971097782	PolyGesture	InputEvent	BeginBatchEdit

1643971097797	PolyGesture	InputEvent	BeginBatchEdit

1643971097797	PolyGesture	InputEvent	BeginBatchEdit

1643971097983	PolyGesture	InputEvent	BeginBatchEdit

1643971097984	PolyGesture	InputEvent	BeginBatchEdit

1643971098788	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=602.0, y[0]=684.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82302560, downTime=82302560, deviceId=6, source=0x1002, displayId=0 }
1643971098828	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=602.0, y[0]=684.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82302608, downTime=82302560, deviceId=6, source=0x1002, displayId=0 }
1643971098838	PolyGesture	InputEvent	SelectionChanged 290 290

1643971098863	PolyGesture	InputEvent	BeginBatchEdit

1643971098896	PolyGesture	InputEvent	BeginBatchEdit

1643971099088	PolyGesture	InputEvent	BeginBatchEdit

1643971099089	PolyGesture	InputEvent	BeginBatchEdit

1643971099116	PolyGesture	InputEvent	BeginBatchEdit

1643971099912	PolyGesture	InputEvent	TouchEvent (cursorPosition=290): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=174.0, y[0]=708.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82303691, downTime=82303691, deviceId=6, source=0x1002, displayId=0 }
1643971099944	PolyGesture	InputEvent	TouchEvent (cursorPosition=290): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=174.0, y[0]=708.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=82303725, downTime=82303691, deviceId=6, source=0x1002, displayId=0 }
1643971099962	PolyGesture	InputEvent	SelectionChanged 276 276

1643971099964	PolyGesture	InputEvent	SelectionChanged 290 276

1643971099979	PolyGesture	InputEvent	BeginBatchEdit

1643971099981	PolyGesture	InputEvent	BeginBatchEdit

1643971099981	PolyGesture	InputEvent	BeginBatchEdit

1643971099983	PolyGesture	InputEvent	BeginBatchEdit

1643971100186	PolyGesture	InputEvent	BeginBatchEdit

1643971100188	PolyGesture	InputEvent	BeginBatchEdit

1643971100210	PolyGesture	InputEvent	BeginBatchEdit

1643971100629	PolyGesture	InputEvent	SelectionChanged 290 275

1643971100651	PolyGesture	InputEvent	BeginBatchEdit

1643971100656	PolyGesture	InputEvent	BeginBatchEdit

1643971100859	PolyGesture	InputEvent	BeginBatchEdit

1643971101959	PolyGesture	InputEvent	BeginBatchEdit

1643971101965	PolyGesture	InputEvent	SelectionChanged 0 0

1643971101972	PolyGesture	InputEvent	BeginBatchEdit

1643971101977	PolyGesture	InputEvent	SelectionChanged 0 0

