1644484706598	PolyGesture	ExperimentStarted	Grazia

1644484771024	PolyGesture	InputEvent	SelectionChanged 374 374

1644484771072	PolyGesture	InputEvent	BeginBatchEdit

1644484771074	PolyGesture	InputEvent	BeginBatchEdit

1644484771076	PolyGesture	InputEvent	BeginBatchEdit

1644484771077	PolyGesture	InputEvent	BeginBatchEdit

1644484771093	PolyGesture	InputEvent	BeginBatchEdit

1644484771094	PolyGesture	InputEvent	BeginBatchEdit

1644484771094	PolyGesture	InputEvent	BeginBatchEdit

1644484771095	PolyGesture	InputEvent	BeginBatchEdit

1644484771118	PolyGesture	InputEvent	BeginBatchEdit

1644484771119	PolyGesture	InputEvent	BeginBatchEdit

1644484771120	PolyGesture	InputEvent	BeginBatchEdit

1644484771123	PolyGesture	InputEvent	BeginBatchEdit

1644484771126	PolyGesture	InputEvent	BeginBatchEdit

1644484771126	PolyGesture	InputEvent	BeginBatchEdit

1644484771127	PolyGesture	InputEvent	BeginBatchEdit

1644484771128	PolyGesture	InputEvent	BeginBatchEdit

1644484771151	PolyGesture	InputEvent	BeginBatchEdit

1644484771152	PolyGesture	InputEvent	BeginBatchEdit

1644484771153	PolyGesture	InputEvent	BeginBatchEdit

1644484771171	PolyGesture	InputEvent	BeginBatchEdit

1644484771354	PolyGesture	InputEvent	BeginBatchEdit

1644484771356	PolyGesture	InputEvent	BeginBatchEdit

1644484772442	PolyGesture	InputEvent	TouchEvent (cursorPosition=374): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=0.0, y[0]=381.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60460640, downTime=60460640, deviceId=6, source=0x1002, displayId=0 }
1644484772452	PolyGesture	InputEvent	TouchEvent (cursorPosition=374): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=15.0, y[0]=384.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60460650, downTime=60460640, deviceId=6, source=0x1002, displayId=0 }
1644484772462	PolyGesture	InputEvent	TouchEvent (cursorPosition=374): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=36.366436, y[0]=389.9217, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=1, eventTime=60460656, downTime=60460640, deviceId=6, source=0x1002, displayId=0 }
1644484772466	PolyGesture	InputEvent	SelectionChanged 312 312

1644484772493	PolyGesture	InputEvent	BeginBatchEdit

1644484772495	PolyGesture	InputEvent	TouchEvent (cursorPosition=312): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=143.24261, y[0]=420.00342, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=3, eventTime=60460678, downTime=60460640, deviceId=6, source=0x1002, displayId=0 }
1644484772499	PolyGesture	InputEvent	SelectionChanged 315 315

1644484772544	PolyGesture	InputEvent	TouchEvent (cursorPosition=315): MotionEvent { action=ACTION_MOVE, actionButton=0, id[0]=0, x[0]=232.0, y[0]=446.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=2, eventTime=60460695, downTime=60460640, deviceId=6, source=0x1002, displayId=0 }
1644484772548	PolyGesture	InputEvent	SelectionChanged 320 320

1644484772551	PolyGesture	InputEvent	TouchEvent (cursorPosition=320): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=232.0, y[0]=446.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60460709, downTime=60460640, deviceId=6, source=0x1002, displayId=0 }
1644484772567	PolyGesture	InputEvent	BeginBatchEdit

1644484772567	PolyGesture	InputEvent	BeginBatchEdit

1644484772569	PolyGesture	InputEvent	BeginBatchEdit

1644484772772	PolyGesture	InputEvent	BeginBatchEdit

1644484772775	PolyGesture	InputEvent	BeginBatchEdit

1644484772800	PolyGesture	InputEvent	BeginBatchEdit

1644484773171	PolyGesture	InputEvent	BeginBatchEdit

1644484773187	PolyGesture	InputEvent	BeginBatchEdit

1644484773645	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=60461840, downTime=60461840, deviceId=-1, source=0x101, displayId=0 }

1644484773649	PolyGesture	InputEvent	BeginBatchEdit

1644484773690	PolyGesture	InputEvent	WindowFocusChanged false

1644484773739	PolyGesture	InputEvent	BeginBatchEdit

1644484773739	PolyGesture	InputEvent	BeginBatchEdit

1644484774593	PolyGesture	InputEvent	SelectionChanged 0 0

1644484774593	PolyGesture	InputEvent	TextChanged '' 0 0 0

1644484774678	PolyGesture	InputEvent	SelectionChanged 0 0

1644484774679	PolyGesture	InputEvent	SelectionChanged 0 0

1644484774680	PolyGesture	TaskStarted	Sposta frase

1644484774680	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644484774684	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1644484774686	PolyGesture	InputEvent	SelectionChanged 513 513

1644484774700	PolyGesture	InputEvent	FocusChanged true 130 null

1644484774730	PolyGesture	InputEvent	WindowFocusChanged true

1644484775847	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=127.0, y[0]=297.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60464043, downTime=60464043, deviceId=6, source=0x1002, displayId=0 }
1644484775899	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=127.0, y[0]=297.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60464098, downTime=60464043, deviceId=6, source=0x1002, displayId=0 }
1644484775909	PolyGesture	InputEvent	SelectionChanged 211 211

1644484775942	PolyGesture	InputEvent	BeginBatchEdit

1644484775942	PolyGesture	InputEvent	BeginBatchEdit

1644484775957	PolyGesture	InputEvent	BeginBatchEdit

1644484776004	PolyGesture	InputEvent	BeginBatchEdit

1644484776204	PolyGesture	InputEvent	BeginBatchEdit

1644484776206	PolyGesture	InputEvent	BeginBatchEdit

1644484776233	PolyGesture	InputEvent	BeginBatchEdit

1644484776515	PolyGesture	InputEvent	SelectionChanged 210 210

1644484776534	PolyGesture	InputEvent	BeginBatchEdit

1644484776550	PolyGesture	InputEvent	BeginBatchEdit

1644484776751	PolyGesture	InputEvent	BeginBatchEdit

1644484776757	PolyGesture	InputEvent	BeginBatchEdit

1644484776785	PolyGesture	InputEvent	BeginBatchEdit

1644484777422	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=300.0, y[0]=330.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60465612, downTime=60465612, deviceId=6, source=0x1002, displayId=0 }
1644484777499	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=300.0, y[0]=330.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60465696, downTime=60465612, deviceId=6, source=0x1002, displayId=0 }
1644484777518	PolyGesture	InputEvent	SelectionChanged 219 219

1644484777520	PolyGesture	InputEvent	SelectionChanged 210 219

1644484777534	PolyGesture	InputEvent	BeginBatchEdit

1644484777537	PolyGesture	InputEvent	BeginBatchEdit

1644484777537	PolyGesture	InputEvent	BeginBatchEdit

1644484777539	PolyGesture	InputEvent	BeginBatchEdit

1644484777742	PolyGesture	InputEvent	BeginBatchEdit

1644484777744	PolyGesture	InputEvent	BeginBatchEdit

1644484777773	PolyGesture	InputEvent	BeginBatchEdit

1644484778197	PolyGesture	InputEvent	SelectionChanged 210 218

1644484778215	PolyGesture	InputEvent	BeginBatchEdit

1644484778219	PolyGesture	InputEvent	BeginBatchEdit

1644484778421	PolyGesture	InputEvent	BeginBatchEdit

1644484778896	PolyGesture	InputEvent	BeginBatchEdit

1644484778898	PolyGesture	InputEvent	SelectionChanged 0 0

1644484778901	PolyGesture	InputEvent	BeginBatchEdit

1644484778905	PolyGesture	InputEvent	SelectionChanged 0 0

1644484778907	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1644484778911	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 505

1644484778915	PolyGesture	InputEvent	SelectionChanged 210 210

1644484778960	PolyGesture	InputEvent	BeginBatchEdit

1644484778963	PolyGesture	InputEvent	BeginBatchEdit

1644484778965	PolyGesture	InputEvent	BeginBatchEdit

1644484778967	PolyGesture	InputEvent	BeginBatchEdit

1644484778982	PolyGesture	InputEvent	BeginBatchEdit

1644484778982	PolyGesture	InputEvent	BeginBatchEdit

1644484778983	PolyGesture	InputEvent	BeginBatchEdit

1644484778984	PolyGesture	InputEvent	BeginBatchEdit

1644484779013	PolyGesture	InputEvent	BeginBatchEdit

1644484779014	PolyGesture	InputEvent	BeginBatchEdit

1644484779016	PolyGesture	InputEvent	BeginBatchEdit

1644484779016	PolyGesture	InputEvent	BeginBatchEdit

1644484779043	PolyGesture	InputEvent	BeginBatchEdit

1644484779043	PolyGesture	InputEvent	BeginBatchEdit

1644484779045	PolyGesture	InputEvent	BeginBatchEdit

1644484779045	PolyGesture	InputEvent	BeginBatchEdit

1644484779084	PolyGesture	InputEvent	BeginBatchEdit

1644484779085	PolyGesture	InputEvent	BeginBatchEdit

1644484779087	PolyGesture	InputEvent	BeginBatchEdit

1644484779087	PolyGesture	InputEvent	BeginBatchEdit

1644484779089	PolyGesture	InputEvent	BeginBatchEdit

1644484779290	PolyGesture	InputEvent	BeginBatchEdit

1644484779292	PolyGesture	InputEvent	BeginBatchEdit

1644484779627	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=315.0, y[0]=303.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60467817, downTime=60467817, deviceId=6, source=0x1002, displayId=0 }
1644484779674	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=315.0, y[0]=303.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60467872, downTime=60467817, deviceId=6, source=0x1002, displayId=0 }
1644484779681	PolyGesture	InputEvent	SelectionChanged 220 220

1644484779705	PolyGesture	InputEvent	BeginBatchEdit

1644484779729	PolyGesture	InputEvent	BeginBatchEdit

1644484779936	PolyGesture	InputEvent	BeginBatchEdit

1644484779937	PolyGesture	InputEvent	BeginBatchEdit

1644484779968	PolyGesture	InputEvent	BeginBatchEdit

1644484780521	PolyGesture	InputEvent	BeginBatchEdit

1644484780530	PolyGesture	InputEvent	SelectionChanged 0 0

1644484780533	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644484780539	PolyGesture	InputEvent	SelectionChanged 228 228

1644484780540	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 220 0 8

1644484780546	PolyGesture	InputEvent	SelectionChanged 228 228

1644484780574	PolyGesture	InputEvent	BeginBatchEdit

1644484780578	PolyGesture	InputEvent	BeginBatchEdit

1644484780579	PolyGesture	InputEvent	BeginBatchEdit

1644484780602	PolyGesture	InputEvent	BeginBatchEdit

1644484780603	PolyGesture	InputEvent	BeginBatchEdit

1644484780603	PolyGesture	InputEvent	BeginBatchEdit

1644484780604	PolyGesture	InputEvent	BeginBatchEdit

1644484780605	PolyGesture	InputEvent	BeginBatchEdit

1644484780617	PolyGesture	InputEvent	BeginBatchEdit

1644484780617	PolyGesture	InputEvent	BeginBatchEdit

1644484780619	PolyGesture	InputEvent	BeginBatchEdit

1644484780620	PolyGesture	InputEvent	BeginBatchEdit

1644484780622	PolyGesture	InputEvent	BeginBatchEdit

1644484780622	PolyGesture	InputEvent	BeginBatchEdit

1644484780640	PolyGesture	InputEvent	BeginBatchEdit

1644484780641	PolyGesture	InputEvent	BeginBatchEdit

1644484780643	PolyGesture	InputEvent	BeginBatchEdit

1644484780644	PolyGesture	InputEvent	BeginBatchEdit

1644484780661	PolyGesture	InputEvent	BeginBatchEdit

1644484780662	PolyGesture	InputEvent	BeginBatchEdit

1644484780847	PolyGesture	InputEvent	BeginBatchEdit

1644484780850	PolyGesture	InputEvent	BeginBatchEdit

1644484781338	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=111.0, y[0]=388.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60469534, downTime=60469534, deviceId=6, source=0x1002, displayId=0 }
1644484781384	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=111.0, y[0]=388.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60469581, downTime=60469534, deviceId=6, source=0x1002, displayId=0 }
1644484781396	PolyGesture	InputEvent	SelectionChanged 274 274

1644484781430	PolyGesture	InputEvent	BeginBatchEdit

1644484781469	PolyGesture	InputEvent	BeginBatchEdit

1644484781673	PolyGesture	InputEvent	BeginBatchEdit

1644484781674	PolyGesture	InputEvent	BeginBatchEdit

1644484781695	PolyGesture	InputEvent	BeginBatchEdit

1644484782579	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=456.0, y[0]=435.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60470769, downTime=60470769, deviceId=6, source=0x1002, displayId=0 }
1644484782618	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=456.0, y[0]=435.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60470817, downTime=60470769, deviceId=6, source=0x1002, displayId=0 }
1644484782640	PolyGesture	InputEvent	SelectionChanged 290 290

1644484782643	PolyGesture	InputEvent	SelectionChanged 274 290

1644484782660	PolyGesture	InputEvent	BeginBatchEdit

1644484782662	PolyGesture	InputEvent	BeginBatchEdit

1644484782663	PolyGesture	InputEvent	BeginBatchEdit

1644484782665	PolyGesture	InputEvent	BeginBatchEdit

1644484782866	PolyGesture	InputEvent	BeginBatchEdit

1644484782868	PolyGesture	InputEvent	BeginBatchEdit

1644484782891	PolyGesture	InputEvent	BeginBatchEdit

1644484784649	PolyGesture	InputEvent	BeginBatchEdit

1644484784655	PolyGesture	InputEvent	SelectionChanged 0 0

1644484784664	PolyGesture	InputEvent	BeginBatchEdit

1644484784670	PolyGesture	InputEvent	SelectionChanged 0 0

1644484784673	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 497 497

1644484784680	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 497

1644484784684	PolyGesture	InputEvent	SelectionChanged 274 274

1644484784727	PolyGesture	InputEvent	BeginBatchEdit

1644484784730	PolyGesture	InputEvent	BeginBatchEdit

1644484784732	PolyGesture	InputEvent	BeginBatchEdit

1644484784734	PolyGesture	InputEvent	BeginBatchEdit

1644484784755	PolyGesture	InputEvent	BeginBatchEdit

1644484784755	PolyGesture	InputEvent	BeginBatchEdit

1644484784756	PolyGesture	InputEvent	BeginBatchEdit

1644484784757	PolyGesture	InputEvent	BeginBatchEdit

1644484784777	PolyGesture	InputEvent	BeginBatchEdit

1644484784778	PolyGesture	InputEvent	BeginBatchEdit

1644484784781	PolyGesture	InputEvent	BeginBatchEdit

1644484784782	PolyGesture	InputEvent	BeginBatchEdit

1644484784801	PolyGesture	InputEvent	BeginBatchEdit

1644484784802	PolyGesture	InputEvent	BeginBatchEdit

1644484784803	PolyGesture	InputEvent	BeginBatchEdit

1644484784804	PolyGesture	InputEvent	BeginBatchEdit

1644484784822	PolyGesture	InputEvent	BeginBatchEdit

1644484784823	PolyGesture	InputEvent	BeginBatchEdit

1644484784823	PolyGesture	InputEvent	BeginBatchEdit

1644484784824	PolyGesture	InputEvent	BeginBatchEdit

1644484785026	PolyGesture	InputEvent	BeginBatchEdit

1644484785029	PolyGesture	InputEvent	BeginBatchEdit

1644484786016	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=728.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60474205, downTime=60474205, deviceId=6, source=0x1002, displayId=0 }
1644484786027	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=728.0, y[0]=419.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60474224, downTime=60474205, deviceId=6, source=0x1002, displayId=0 }
1644484786038	PolyGesture	InputEvent	SelectionChanged 301 301

1644484786078	PolyGesture	InputEvent	BeginBatchEdit

1644484786109	PolyGesture	InputEvent	BeginBatchEdit

1644484786314	PolyGesture	InputEvent	BeginBatchEdit

1644484786315	PolyGesture	InputEvent	BeginBatchEdit

1644484786345	PolyGesture	InputEvent	BeginBatchEdit

1644484786766	PolyGesture	InputEvent	SelectionChanged 300 300

1644484786785	PolyGesture	InputEvent	BeginBatchEdit

1644484786804	PolyGesture	InputEvent	BeginBatchEdit

1644484787005	PolyGesture	InputEvent	BeginBatchEdit

1644484787011	PolyGesture	InputEvent	BeginBatchEdit

1644484787027	PolyGesture	InputEvent	BeginBatchEdit

1644484787206	PolyGesture	InputEvent	BeginBatchEdit

1644484787209	PolyGesture	InputEvent	SelectionChanged 0 0

1644484787213	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1644484787219	PolyGesture	InputEvent	SelectionChanged 316 316

1644484787220	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 300 0 16

1644484787225	PolyGesture	InputEvent	SelectionChanged 316 316

1644484787253	PolyGesture	InputEvent	BeginBatchEdit

1644484787255	PolyGesture	InputEvent	BeginBatchEdit

1644484787256	PolyGesture	InputEvent	BeginBatchEdit

1644484787271	PolyGesture	InputEvent	BeginBatchEdit

1644484787272	PolyGesture	InputEvent	BeginBatchEdit

1644484787273	PolyGesture	InputEvent	BeginBatchEdit

1644484787274	PolyGesture	InputEvent	BeginBatchEdit

1644484787294	PolyGesture	InputEvent	BeginBatchEdit

1644484787297	PolyGesture	InputEvent	BeginBatchEdit

1644484787297	PolyGesture	InputEvent	BeginBatchEdit

1644484787298	PolyGesture	InputEvent	BeginBatchEdit

1644484787299	PolyGesture	InputEvent	BeginBatchEdit

1644484787300	PolyGesture	InputEvent	BeginBatchEdit

1644484787300	PolyGesture	InputEvent	BeginBatchEdit

1644484787315	PolyGesture	InputEvent	BeginBatchEdit

1644484787316	PolyGesture	InputEvent	BeginBatchEdit

1644484787317	PolyGesture	InputEvent	BeginBatchEdit

1644484787318	PolyGesture	InputEvent	BeginBatchEdit

1644484787339	PolyGesture	InputEvent	BeginBatchEdit

1644484787340	PolyGesture	InputEvent	BeginBatchEdit

1644484787522	PolyGesture	InputEvent	BeginBatchEdit

1644484787524	PolyGesture	InputEvent	BeginBatchEdit

1644484788883	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=342.0, y[0]=569.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60477067, downTime=60477067, deviceId=6, source=0x1002, displayId=0 }
1644484788925	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=342.0, y[0]=569.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60477122, downTime=60477067, deviceId=6, source=0x1002, displayId=0 }
1644484788938	PolyGesture	InputEvent	SelectionChanged 382 382

1644484788963	PolyGesture	InputEvent	BeginBatchEdit

1644484788984	PolyGesture	InputEvent	BeginBatchEdit

1644484789189	PolyGesture	InputEvent	BeginBatchEdit

1644484789198	PolyGesture	InputEvent	BeginBatchEdit

1644484789226	PolyGesture	InputEvent	BeginBatchEdit

1644484789546	PolyGesture	InputEvent	SelectionChanged 381 381

1644484789573	PolyGesture	InputEvent	BeginBatchEdit

1644484789589	PolyGesture	InputEvent	BeginBatchEdit

1644484789790	PolyGesture	InputEvent	BeginBatchEdit

1644484789797	PolyGesture	InputEvent	BeginBatchEdit

1644484789819	PolyGesture	InputEvent	BeginBatchEdit

1644484790629	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=520.0, y[0]=604.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60478819, downTime=60478819, deviceId=6, source=0x1002, displayId=0 }
1644484790668	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=520.0, y[0]=604.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=60478866, downTime=60478819, deviceId=6, source=0x1002, displayId=0 }
1644484790688	PolyGesture	InputEvent	SelectionChanged 440 440

1644484790691	PolyGesture	InputEvent	SelectionChanged 381 440

1644484790709	PolyGesture	InputEvent	BeginBatchEdit

1644484790711	PolyGesture	InputEvent	BeginBatchEdit

1644484790712	PolyGesture	InputEvent	BeginBatchEdit

1644484790713	PolyGesture	InputEvent	BeginBatchEdit

1644484790914	PolyGesture	InputEvent	BeginBatchEdit

1644484790915	PolyGesture	InputEvent	BeginBatchEdit

1644484790942	PolyGesture	InputEvent	BeginBatchEdit

1644484791670	PolyGesture	InputEvent	SelectionChanged 381 391

1644484791699	PolyGesture	InputEvent	BeginBatchEdit

1644484791701	PolyGesture	InputEvent	BeginBatchEdit

1644484791904	PolyGesture	InputEvent	BeginBatchEdit

1644484792643	PolyGesture	InputEvent	BeginBatchEdit

1644484792648	PolyGesture	InputEvent	SelectionChanged 0 0

1644484792653	PolyGesture	InputEvent	BeginBatchEdit

1644484792656	PolyGesture	InputEvent	SelectionChanged 0 0

1644484792659	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
