1647340305115	PolyGesture	ExperimentStarted	Silvia

1647340501492	PolyGesture	InputEvent	SelectionChanged 264 264

1647340501507	PolyGesture	InputEvent	BeginBatchEdit

1647340501512	PolyGesture	InputEvent	BeginBatchEdit

1647340501518	PolyGesture	InputEvent	BeginBatchEdit

1647340501519	PolyGesture	InputEvent	BeginBatchEdit

1647340501528	PolyGesture	InputEvent	BeginBatchEdit

1647340501532	PolyGesture	InputEvent	BeginBatchEdit

1647340501533	PolyGesture	InputEvent	BeginBatchEdit

1647340501536	PolyGesture	InputEvent	BeginBatchEdit

1647340501736	PolyGesture	InputEvent	BeginBatchEdit

1647340505760	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422494956, downTime=422494956, deviceId=-1, source=0x101, displayId=0 }

1647340505763	PolyGesture	InputEvent	BeginBatchEdit

1647340505811	PolyGesture	InputEvent	WindowFocusChanged false

1647340505846	PolyGesture	InputEvent	BeginBatchEdit

1647340505846	PolyGesture	InputEvent	BeginBatchEdit

1647340514661	PolyGesture	InputEvent	SelectionChanged 0 0

1647340514662	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340514748	PolyGesture	InputEvent	SelectionChanged 0 0

1647340514749	PolyGesture	InputEvent	SelectionChanged 0 0

1647340514750	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1647340514750	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340514754	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647340514757	PolyGesture	InputEvent	SelectionChanged 513 513

1647340514788	PolyGesture	InputEvent	FocusChanged true 130 null

1647340514809	PolyGesture	InputEvent	WindowFocusChanged true

1647340516482	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=529.0, y[0]=64.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422505672, downTime=422505672, deviceId=6, source=0x1002, displayId=0 }
1647340516791	PolyGesture	InputEvent	SelectionChanged 84 87

1647340516848	PolyGesture	InputEvent	TouchEvent (cursorPosition=84): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=529.0, y[0]=64.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422506048, downTime=422505672, deviceId=6, source=0x1002, displayId=0 }
1647340516944	PolyGesture	InputEvent	BeginBatchEdit

1647340517109	PolyGesture	InputEvent	BeginBatchEdit

1647340517110	PolyGesture	InputEvent	BeginBatchEdit

1647340522565	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=422511759, downTime=422511759, deviceId=-1, source=0x101, displayId=0 }

1647340522570	PolyGesture	InputEvent	BeginBatchEdit

1647340522619	PolyGesture	InputEvent	WindowFocusChanged false

1647340522668	PolyGesture	InputEvent	BeginBatchEdit

1647340522668	PolyGesture	InputEvent	BeginBatchEdit

1647340524856	PolyGesture	InputEvent	SelectionChanged 0 0

1647340524857	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647340524944	PolyGesture	InputEvent	SelectionChanged 0 0

1647340524944	PolyGesture	InputEvent	SelectionChanged 0 0

1647340524945	PolyGesture	TaskStarted	Sposta parola (taglia - incolla)

1647340524945	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340524948	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647340524950	PolyGesture	InputEvent	SelectionChanged 513 513

1647340524962	PolyGesture	InputEvent	FocusChanged true 130 null

1647340524987	PolyGesture	InputEvent	WindowFocusChanged true

1647340526108	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=525.0, y[0]=72.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422515298, downTime=422515298, deviceId=6, source=0x1002, displayId=0 }
1647340526132	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=525.0, y[0]=72.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422515332, downTime=422515298, deviceId=6, source=0x1002, displayId=0 }
1647340526141	PolyGesture	InputEvent	SelectionChanged 87 87

1647340526184	PolyGesture	InputEvent	BeginBatchEdit

1647340526184	PolyGesture	InputEvent	BeginBatchEdit

1647340526184	PolyGesture	InputEvent	BeginBatchEdit

1647340526193	PolyGesture	InputEvent	BeginBatchEdit

1647340526402	PolyGesture	InputEvent	BeginBatchEdit

1647340527978	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=481.0, y[0]=72.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422517168, downTime=422517168, deviceId=6, source=0x1002, displayId=0 }
1647340528057	PolyGesture	InputEvent	TouchEvent (cursorPosition=87): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=481.0, y[0]=72.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422517258, downTime=422517168, deviceId=6, source=0x1002, displayId=0 }
1647340528075	PolyGesture	InputEvent	SelectionChanged 84 84

1647340528077	PolyGesture	InputEvent	SelectionChanged 87 84

1647340528097	PolyGesture	InputEvent	BeginBatchEdit

1647340528100	PolyGesture	InputEvent	BeginBatchEdit

1647340528101	PolyGesture	InputEvent	BeginBatchEdit

1647340528104	PolyGesture	InputEvent	BeginBatchEdit

1647340528306	PolyGesture	InputEvent	BeginBatchEdit

1647340528785	PolyGesture	InputEvent	SelectionChanged 87 83

1647340528798	PolyGesture	InputEvent	BeginBatchEdit

1647340528802	PolyGesture	InputEvent	BeginBatchEdit

1647340529003	PolyGesture	InputEvent	BeginBatchEdit

1647340530540	PolyGesture	InputEvent	BeginBatchEdit

1647340530546	PolyGesture	InputEvent	SelectionChanged 0 0

1647340530549	PolyGesture	InputEvent	BeginBatchEdit

1647340530553	PolyGesture	InputEvent	SelectionChanged 0 0

1647340530556	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1647340530563	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 509

1647340530567	PolyGesture	InputEvent	SelectionChanged 83 83

1647340530597	PolyGesture	InputEvent	BeginBatchEdit

1647340530601	PolyGesture	InputEvent	BeginBatchEdit

1647340530604	PolyGesture	InputEvent	BeginBatchEdit

1647340530604	PolyGesture	InputEvent	BeginBatchEdit

1647340530613	PolyGesture	InputEvent	BeginBatchEdit

1647340530615	PolyGesture	InputEvent	BeginBatchEdit

1647340530816	PolyGesture	InputEvent	BeginBatchEdit

1647340531513	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=371.0, y[0]=64.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422520702, downTime=422520702, deviceId=6, source=0x1002, displayId=0 }
1647340531580	PolyGesture	InputEvent	TouchEvent (cursorPosition=83): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=371.0, y[0]=64.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422520772, downTime=422520702, deviceId=6, source=0x1002, displayId=0 }
1647340531584	PolyGesture	InputEvent	SelectionChanged 77 77

1647340531597	PolyGesture	InputEvent	BeginBatchEdit

1647340531625	PolyGesture	InputEvent	BeginBatchEdit

1647340531833	PolyGesture	InputEvent	BeginBatchEdit

1647340532252	PolyGesture	InputEvent	TouchEvent (cursorPosition=77): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=381.0, y[0]=71.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422521443, downTime=422521443, deviceId=6, source=0x1002, displayId=0 }
1647340532324	PolyGesture	InputEvent	TouchEvent (cursorPosition=77): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=381.0, y[0]=71.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422521524, downTime=422521443, deviceId=6, source=0x1002, displayId=0 }
1647340532342	PolyGesture	InputEvent	SelectionChanged 78 78

1647340532362	PolyGesture	InputEvent	BeginBatchEdit

1647340532398	PolyGesture	InputEvent	BeginBatchEdit

1647340532590	PolyGesture	InputEvent	BeginBatchEdit

1647340533530	PolyGesture	InputEvent	BeginBatchEdit

1647340533541	PolyGesture	InputEvent	SelectionChanged 0 0

1647340533543	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340533551	PolyGesture	InputEvent	SelectionChanged 82 82

1647340533552	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, evening That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 78 0 4

1647340533556	PolyGesture	InputEvent	SelectionChanged 82 82

1647340533577	PolyGesture	InputEvent	BeginBatchEdit

1647340533582	PolyGesture	InputEvent	BeginBatchEdit

1647340533585	PolyGesture	InputEvent	BeginBatchEdit

1647340533586	PolyGesture	InputEvent	BeginBatchEdit

1647340533594	PolyGesture	InputEvent	BeginBatchEdit

1647340533597	PolyGesture	InputEvent	BeginBatchEdit

1647340533597	PolyGesture	InputEvent	BeginBatchEdit

1647340533600	PolyGesture	InputEvent	BeginBatchEdit

1647340533801	PolyGesture	InputEvent	BeginBatchEdit

1647340534999	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=533.0, y[0]=196.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422524189, downTime=422524189, deviceId=6, source=0x1002, displayId=0 }
1647340535050	PolyGesture	InputEvent	TouchEvent (cursorPosition=82): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=533.0, y[0]=196.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422524251, downTime=422524189, deviceId=6, source=0x1002, displayId=0 }
1647340535058	PolyGesture	InputEvent	SelectionChanged 250 250

1647340535080	PolyGesture	InputEvent	BeginBatchEdit

1647340535116	PolyGesture	InputEvent	BeginBatchEdit

1647340535308	PolyGesture	InputEvent	BeginBatchEdit

1647340536491	PolyGesture	InputEvent	TouchEvent (cursorPosition=250): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=416.0, y[0]=206.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422525681, downTime=422525681, deviceId=6, source=0x1002, displayId=0 }
1647340536593	PolyGesture	InputEvent	TouchEvent (cursorPosition=250): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=416.0, y[0]=206.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422525793, downTime=422525681, deviceId=6, source=0x1002, displayId=0 }
1647340536615	PolyGesture	InputEvent	SelectionChanged 244 244

1647340536617	PolyGesture	InputEvent	SelectionChanged 250 244

1647340536634	PolyGesture	InputEvent	BeginBatchEdit

1647340536638	PolyGesture	InputEvent	BeginBatchEdit

1647340536638	PolyGesture	InputEvent	BeginBatchEdit

1647340536642	PolyGesture	InputEvent	BeginBatchEdit

1647340536843	PolyGesture	InputEvent	BeginBatchEdit

1647340537410	PolyGesture	InputEvent	SelectionChanged 250 243

1647340537423	PolyGesture	InputEvent	BeginBatchEdit

1647340537426	PolyGesture	InputEvent	BeginBatchEdit

1647340537569	PolyGesture	InputEvent	SelectionChanged 250 242

1647340537591	PolyGesture	InputEvent	BeginBatchEdit

1647340537595	PolyGesture	InputEvent	BeginBatchEdit

1647340537797	PolyGesture	InputEvent	BeginBatchEdit

1647340539332	PolyGesture	InputEvent	BeginBatchEdit

1647340539337	PolyGesture	InputEvent	SelectionChanged 0 0

1647340539341	PolyGesture	InputEvent	BeginBatchEdit

1647340539344	PolyGesture	InputEvent	SelectionChanged 0 0

1647340539347	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1647340539354	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 505

1647340539357	PolyGesture	InputEvent	SelectionChanged 242 242

1647340539401	PolyGesture	InputEvent	BeginBatchEdit

1647340539407	PolyGesture	InputEvent	BeginBatchEdit

1647340539410	PolyGesture	InputEvent	BeginBatchEdit

1647340539411	PolyGesture	InputEvent	BeginBatchEdit

1647340539423	PolyGesture	InputEvent	BeginBatchEdit

1647340539427	PolyGesture	InputEvent	BeginBatchEdit

1647340539627	PolyGesture	InputEvent	BeginBatchEdit

1647340540106	PolyGesture	InputEvent	TouchEvent (cursorPosition=242): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=285.0, y[0]=160.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422529296, downTime=422529296, deviceId=6, source=0x1002, displayId=0 }
1647340540179	PolyGesture	InputEvent	TouchEvent (cursorPosition=242): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=285.0, y[0]=160.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422529380, downTime=422529296, deviceId=6, source=0x1002, displayId=0 }
1647340540187	PolyGesture	InputEvent	SelectionChanged 182 182

1647340540208	PolyGesture	InputEvent	BeginBatchEdit

1647340540244	PolyGesture	InputEvent	BeginBatchEdit

1647340540436	PolyGesture	InputEvent	BeginBatchEdit

1647340540909	PolyGesture	InputEvent	TouchEvent (cursorPosition=182): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=284.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422530099, downTime=422530099, deviceId=6, source=0x1002, displayId=0 }
1647340541025	PolyGesture	InputEvent	TouchEvent (cursorPosition=182): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=284.0, y[0]=159.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422530224, downTime=422530099, deviceId=6, source=0x1002, displayId=0 }
1647340541042	PolyGesture	InputEvent	SelectionChanged 181 181

1647340541068	PolyGesture	InputEvent	BeginBatchEdit

1647340541102	PolyGesture	InputEvent	BeginBatchEdit

1647340541305	PolyGesture	InputEvent	BeginBatchEdit

1647340541632	PolyGesture	InputEvent	BeginBatchEdit

1647340541641	PolyGesture	InputEvent	SelectionChanged 0 0

1647340541644	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340541650	PolyGesture	InputEvent	SelectionChanged 189 189

1647340541651	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to was be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 181 0 8

1647340541655	PolyGesture	InputEvent	SelectionChanged 189 189

1647340541677	PolyGesture	InputEvent	BeginBatchEdit

1647340541680	PolyGesture	InputEvent	BeginBatchEdit

1647340541683	PolyGesture	InputEvent	BeginBatchEdit

1647340541684	PolyGesture	InputEvent	BeginBatchEdit

1647340541691	PolyGesture	InputEvent	BeginBatchEdit

1647340541693	PolyGesture	InputEvent	BeginBatchEdit

1647340541694	PolyGesture	InputEvent	BeginBatchEdit

1647340541696	PolyGesture	InputEvent	BeginBatchEdit

1647340541898	PolyGesture	InputEvent	BeginBatchEdit

1647340543057	PolyGesture	InputEvent	TouchEvent (cursorPosition=189): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=753.0, y[0]=243.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422532246, downTime=422532246, deviceId=6, source=0x1002, displayId=0 }
1647340543114	PolyGesture	InputEvent	TouchEvent (cursorPosition=189): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=753.0, y[0]=243.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422532315, downTime=422532246, deviceId=6, source=0x1002, displayId=0 }
1647340543122	PolyGesture	InputEvent	SelectionChanged 312 312

1647340543151	PolyGesture	InputEvent	BeginBatchEdit

1647340543184	PolyGesture	InputEvent	BeginBatchEdit

1647340543376	PolyGesture	InputEvent	BeginBatchEdit

1647340545124	PolyGesture	InputEvent	TouchEvent (cursorPosition=312): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=678.0, y[0]=255.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422534315, downTime=422534315, deviceId=6, source=0x1002, displayId=0 }
1647340545169	PolyGesture	InputEvent	TouchEvent (cursorPosition=312): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=678.0, y[0]=255.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422534369, downTime=422534315, deviceId=6, source=0x1002, displayId=0 }
1647340545189	PolyGesture	InputEvent	SelectionChanged 308 308

1647340545191	PolyGesture	InputEvent	SelectionChanged 312 308

1647340545206	PolyGesture	InputEvent	BeginBatchEdit

1647340545209	PolyGesture	InputEvent	BeginBatchEdit

1647340545210	PolyGesture	InputEvent	BeginBatchEdit

1647340545212	PolyGesture	InputEvent	BeginBatchEdit

1647340545414	PolyGesture	InputEvent	BeginBatchEdit

1647340546463	PolyGesture	InputEvent	BeginBatchEdit

1647340546468	PolyGesture	InputEvent	SelectionChanged 0 0

1647340546471	PolyGesture	InputEvent	BeginBatchEdit

1647340546476	PolyGesture	InputEvent	SelectionChanged 0 0

1647340546478	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1647340546484	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 509

1647340546488	PolyGesture	InputEvent	SelectionChanged 308 308

1647340546520	PolyGesture	InputEvent	BeginBatchEdit

1647340546524	PolyGesture	InputEvent	BeginBatchEdit

1647340546526	PolyGesture	InputEvent	BeginBatchEdit

1647340546527	PolyGesture	InputEvent	BeginBatchEdit

1647340546533	PolyGesture	InputEvent	BeginBatchEdit

1647340546536	PolyGesture	InputEvent	BeginBatchEdit

1647340546737	PolyGesture	InputEvent	BeginBatchEdit

1647340547194	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=802.0, y[0]=289.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422536385, downTime=422536385, deviceId=6, source=0x1002, displayId=0 }
1647340547303	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=802.0, y[0]=289.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422536504, downTime=422536385, deviceId=6, source=0x1002, displayId=0 }
1647340547311	PolyGesture	InputEvent	SelectionChanged 371 371

1647340547337	PolyGesture	InputEvent	BeginBatchEdit

1647340547371	PolyGesture	InputEvent	BeginBatchEdit

1647340547560	PolyGesture	InputEvent	BeginBatchEdit

1647340547870	PolyGesture	InputEvent	TouchEvent (cursorPosition=371): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=789.0, y[0]=286.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422537047, downTime=422537047, deviceId=6, source=0x1002, displayId=0 }
1647340547966	PolyGesture	InputEvent	TouchEvent (cursorPosition=371): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=789.0, y[0]=286.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=422537166, downTime=422537047, deviceId=6, source=0x1002, displayId=0 }
1647340547984	PolyGesture	InputEvent	SelectionChanged 370 370

1647340548013	PolyGesture	InputEvent	BeginBatchEdit

1647340548050	PolyGesture	InputEvent	BeginBatchEdit

1647340548257	PolyGesture	InputEvent	BeginBatchEdit

1647340548791	PolyGesture	InputEvent	BeginBatchEdit

1647340548800	PolyGesture	InputEvent	SelectionChanged 0 0

1647340548802	PolyGesture	TaskCompleted	Sposta parola (taglia - incolla) in 23"857 seconds (at 422538003, effective time: 22"705)

***************************************


1647340548816	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647340548820	PolyGesture	InputEvent	SelectionChanged 374 374

1647340548821	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 370 0 4

1647340548827	PolyGesture	InputEvent	SelectionChanged 374 374

1647340548883	PolyGesture	InputEvent	BeginBatchEdit

