1647343540805	PolyGesture	ExperimentStarted	vincenzo
1647343605987	PolyGesture	InputEvent	BeginBatchEdit

1647343606188	PolyGesture	InputEvent	BeginBatchEdit

1647343606965	PolyGesture	InputEvent	TouchEvent (cursorPosition=189): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=870.0, y[0]=386.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425476641, downTime=425476641, deviceId=6, source=0x1002, displayId=0 }
1647343607026	PolyGesture	InputEvent	TouchEvent (cursorPosition=189): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=870.0, y[0]=386.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425476711, downTime=425476641, deviceId=6, source=0x1002, displayId=0 }
1647343607033	PolyGesture	InputEvent	SelectionChanged 353 353

1647343607063	PolyGesture	InputEvent	BeginBatchEdit

1647343607102	PolyGesture	InputEvent	BeginBatchEdit

1647343607310	PolyGesture	InputEvent	BeginBatchEdit

1647343607703	PolyGesture	InputEvent	SelectionChanged 308 308

1647343607725	PolyGesture	InputEvent	BeginBatchEdit

1647343607735	PolyGesture	InputEvent	BeginBatchEdit

1647343607937	PolyGesture	InputEvent	BeginBatchEdit

1647343608696	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=957.0, y[0]=376.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425478379, downTime=425478379, deviceId=6, source=0x1002, displayId=0 }
1647343608749	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=957.0, y[0]=376.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425478434, downTime=425478379, deviceId=6, source=0x1002, displayId=0 }
1647343608767	PolyGesture	InputEvent	SelectionChanged 312 312

1647343608769	PolyGesture	InputEvent	SelectionChanged 308 312

1647343608783	PolyGesture	InputEvent	BeginBatchEdit

1647343608786	PolyGesture	InputEvent	BeginBatchEdit

1647343608787	PolyGesture	InputEvent	BeginBatchEdit

1647343608790	PolyGesture	InputEvent	BeginBatchEdit

1647343608992	PolyGesture	InputEvent	BeginBatchEdit

1647343609567	PolyGesture	InputEvent	BeginBatchEdit

1647343609573	PolyGesture	InputEvent	SelectionChanged 0 0

1647343609576	PolyGesture	InputEvent	BeginBatchEdit

1647343609581	PolyGesture	InputEvent	SelectionChanged 0 0

1647343609583	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 509 509

1647343609592	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 509

1647343609596	PolyGesture	InputEvent	SelectionChanged 308 308

1647343609633	PolyGesture	InputEvent	BeginBatchEdit

1647343609638	PolyGesture	InputEvent	BeginBatchEdit

1647343609641	PolyGesture	InputEvent	BeginBatchEdit

1647343609642	PolyGesture	InputEvent	BeginBatchEdit

1647343609651	PolyGesture	InputEvent	BeginBatchEdit

1647343609656	PolyGesture	InputEvent	BeginBatchEdit

1647343609857	PolyGesture	InputEvent	BeginBatchEdit

1647343610345	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=241.0, y[0]=496.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425480020, downTime=425480020, deviceId=6, source=0x1002, displayId=0 }
1647343610375	PolyGesture	InputEvent	TouchEvent (cursorPosition=308): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=241.0, y[0]=496.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425480060, downTime=425480020, deviceId=6, source=0x1002, displayId=0 }
1647343610382	PolyGesture	InputEvent	SelectionChanged 416 416

1647343610404	PolyGesture	InputEvent	BeginBatchEdit

1647343610437	PolyGesture	InputEvent	BeginBatchEdit

1647343610629	PolyGesture	InputEvent	BeginBatchEdit

1647343611294	PolyGesture	InputEvent	SelectionChanged 370 370

1647343611312	PolyGesture	InputEvent	BeginBatchEdit

1647343611321	PolyGesture	InputEvent	BeginBatchEdit

1647343611523	PolyGesture	InputEvent	BeginBatchEdit

1647343611642	PolyGesture	InputEvent	BeginBatchEdit

1647343611653	PolyGesture	InputEvent	SelectionChanged 0 0

1647343611656	PolyGesture	TaskCompleted	Sposta parola (taglia - incolla) in 16"928 seconds (at 425481341, effective time: 15"603)

***************************************


1647343611669	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647343611677	PolyGesture	InputEvent	SelectionChanged 374 374

1647343611678	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not put even his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him. He heard one of them whisper to the other, That is Dorian Gray. He remembered how pleased he used to be when he was pointed out, or stared at, or talked about. He was tired of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 370 0 4

1647343611684	PolyGesture	InputEvent	SelectionChanged 374 374

1647343611737	PolyGesture	InputEvent	BeginBatchEdit

1647343611741	PolyGesture	InputEvent	BeginBatchEdit

1647343611745	PolyGesture	InputEvent	BeginBatchEdit

1647343611746	PolyGesture	InputEvent	BeginBatchEdit

1647343611754	PolyGesture	InputEvent	BeginBatchEdit

1647343611757	PolyGesture	InputEvent	BeginBatchEdit

1647343611757	PolyGesture	InputEvent	BeginBatchEdit

1647343611759	PolyGesture	InputEvent	BeginBatchEdit

1647343611961	PolyGesture	InputEvent	BeginBatchEdit

1647343612727	PolyGesture	InputEvent	KeyDown 4 KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_BACK, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=425482409, downTime=425482409, deviceId=-1, source=0x101, displayId=0 }

1647343612730	PolyGesture	InputEvent	BeginBatchEdit

1647343612773	PolyGesture	InputEvent	WindowFocusChanged false

1647343612821	PolyGesture	InputEvent	BeginBatchEdit

1647343612821	PolyGesture	InputEvent	BeginBatchEdit

1647343613912	PolyGesture	InputEvent	SelectionChanged 0 0

1647343613913	PolyGesture	InputEvent	TextChanged '' 0 0 0

1647343613997	PolyGesture	InputEvent	SelectionChanged 0 0

1647343613997	PolyGesture	InputEvent	SelectionChanged 0 0

1647343613998	PolyGesture	TaskStarted	Sposta frase

1647343613998	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647343614001	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He of them heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 0 513

1647343614004	PolyGesture	InputEvent	SelectionChanged 513 513

1647343614024	PolyGesture	InputEvent	FocusChanged true 130 null

1647343614051	PolyGesture	InputEvent	WindowFocusChanged true

1647343615111	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=115.0, y[0]=315.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425484795, downTime=425484795, deviceId=6, source=0x1002, displayId=0 }
1647343615179	PolyGesture	InputEvent	TouchEvent (cursorPosition=513): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=115.0, y[0]=315.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425484864, downTime=425484795, deviceId=6, source=0x1002, displayId=0 }
1647343615186	PolyGesture	InputEvent	SelectionChanged 210 210

1647343615222	PolyGesture	InputEvent	BeginBatchEdit

1647343615223	PolyGesture	InputEvent	BeginBatchEdit

1647343615237	PolyGesture	InputEvent	BeginBatchEdit

1647343615273	PolyGesture	InputEvent	BeginBatchEdit

1647343615463	PolyGesture	InputEvent	BeginBatchEdit

1647343616291	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=266.0, y[0]=318.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425485967, downTime=425485967, deviceId=6, source=0x1002, displayId=0 }
1647343616358	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=266.0, y[0]=318.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425486043, downTime=425485967, deviceId=6, source=0x1002, displayId=0 }
1647343616379	PolyGesture	InputEvent	SelectionChanged 218 218

1647343616381	PolyGesture	InputEvent	SelectionChanged 210 218

1647343616398	PolyGesture	InputEvent	BeginBatchEdit

1647343616402	PolyGesture	InputEvent	BeginBatchEdit

1647343616403	PolyGesture	InputEvent	BeginBatchEdit

1647343616405	PolyGesture	InputEvent	BeginBatchEdit

1647343616608	PolyGesture	InputEvent	BeginBatchEdit

1647343617182	PolyGesture	InputEvent	BeginBatchEdit

1647343617189	PolyGesture	InputEvent	SelectionChanged 0 0

1647343617193	PolyGesture	InputEvent	BeginBatchEdit

1647343617198	PolyGesture	InputEvent	SelectionChanged 0 0

1647343617201	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 505 505

1647343617207	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 505

1647343617212	PolyGesture	InputEvent	SelectionChanged 210 210

1647343617245	PolyGesture	InputEvent	BeginBatchEdit

1647343617248	PolyGesture	InputEvent	BeginBatchEdit

1647343617251	PolyGesture	InputEvent	BeginBatchEdit

1647343617252	PolyGesture	InputEvent	BeginBatchEdit

1647343617259	PolyGesture	InputEvent	BeginBatchEdit

1647343617262	PolyGesture	InputEvent	BeginBatchEdit

1647343617463	PolyGesture	InputEvent	BeginBatchEdit

1647343618075	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=333.0, y[0]=312.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425487751, downTime=425487751, deviceId=6, source=0x1002, displayId=0 }
1647343618113	PolyGesture	InputEvent	TouchEvent (cursorPosition=210): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=333.0, y[0]=312.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425487798, downTime=425487751, deviceId=6, source=0x1002, displayId=0 }
1647343618121	PolyGesture	InputEvent	SelectionChanged 221 221

1647343618144	PolyGesture	InputEvent	BeginBatchEdit

1647343618178	PolyGesture	InputEvent	BeginBatchEdit

1647343618381	PolyGesture	InputEvent	BeginBatchEdit

1647343618756	PolyGesture	InputEvent	SelectionChanged 220 220

1647343618772	PolyGesture	InputEvent	BeginBatchEdit

1647343618783	PolyGesture	InputEvent	BeginBatchEdit

1647343618985	PolyGesture	InputEvent	BeginBatchEdit

1647343618997	PolyGesture	InputEvent	SelectionChanged 0 0

1647343619000	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647343619007	PolyGesture	InputEvent	SelectionChanged 228 228

1647343619008	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He used to be when remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 220 0 8

1647343619011	PolyGesture	InputEvent	SelectionChanged 228 228

1647343619031	PolyGesture	InputEvent	BeginBatchEdit

1647343619034	PolyGesture	InputEvent	BeginBatchEdit

1647343619037	PolyGesture	InputEvent	BeginBatchEdit

1647343619038	PolyGesture	InputEvent	BeginBatchEdit

1647343619046	PolyGesture	InputEvent	BeginBatchEdit

1647343619048	PolyGesture	InputEvent	BeginBatchEdit

1647343619048	PolyGesture	InputEvent	BeginBatchEdit

1647343619051	PolyGesture	InputEvent	BeginBatchEdit

1647343619252	PolyGesture	InputEvent	BeginBatchEdit

1647343619736	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=107.0, y[0]=442.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425489419, downTime=425489419, deviceId=6, source=0x1002, displayId=0 }
1647343619809	PolyGesture	InputEvent	TouchEvent (cursorPosition=228): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=107.0, y[0]=442.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425489494, downTime=425489419, deviceId=6, source=0x1002, displayId=0 }
1647343619817	PolyGesture	InputEvent	SelectionChanged 316 316

1647343619838	PolyGesture	InputEvent	BeginBatchEdit

1647343619873	PolyGesture	InputEvent	BeginBatchEdit

1647343620074	PolyGesture	InputEvent	BeginBatchEdit

1647343620466	PolyGesture	InputEvent	SelectionChanged 274 274

1647343620488	PolyGesture	InputEvent	BeginBatchEdit

1647343620499	PolyGesture	InputEvent	BeginBatchEdit

1647343620700	PolyGesture	InputEvent	BeginBatchEdit

1647343620822	PolyGesture	InputEvent	SelectionChanged 275 275

1647343620843	PolyGesture	InputEvent	BeginBatchEdit

1647343620855	PolyGesture	InputEvent	BeginBatchEdit

1647343621057	PolyGesture	InputEvent	BeginBatchEdit

1647343621302	PolyGesture	InputEvent	SelectionChanged 274 274

1647343621322	PolyGesture	InputEvent	BeginBatchEdit

1647343621334	PolyGesture	InputEvent	BeginBatchEdit

1647343621535	PolyGesture	InputEvent	BeginBatchEdit

1647343622019	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=442.0, y[0]=438.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425491695, downTime=425491695, deviceId=6, source=0x1002, displayId=0 }
1647343622065	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=442.0, y[0]=438.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425491750, downTime=425491695, deviceId=6, source=0x1002, displayId=0 }
1647343622086	PolyGesture	InputEvent	SelectionChanged 289 289

1647343622088	PolyGesture	InputEvent	SelectionChanged 274 289

1647343622102	PolyGesture	InputEvent	BeginBatchEdit

1647343622106	PolyGesture	InputEvent	BeginBatchEdit

1647343622107	PolyGesture	InputEvent	BeginBatchEdit

1647343622112	PolyGesture	InputEvent	BeginBatchEdit

1647343622313	PolyGesture	InputEvent	BeginBatchEdit

1647343622748	PolyGesture	InputEvent	SelectionChanged 274 290

1647343622770	PolyGesture	InputEvent	BeginBatchEdit

1647343622773	PolyGesture	InputEvent	BeginBatchEdit

1647343622975	PolyGesture	InputEvent	BeginBatchEdit

1647343623141	PolyGesture	InputEvent	BeginBatchEdit

1647343623148	PolyGesture	InputEvent	SelectionChanged 0 0

1647343623152	PolyGesture	InputEvent	BeginBatchEdit

1647343623157	PolyGesture	InputEvent	SelectionChanged 0 0

1647343623160	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 497 497

1647343623168	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 497

1647343623172	PolyGesture	InputEvent	SelectionChanged 274 274

1647343623212	PolyGesture	InputEvent	BeginBatchEdit

1647343623216	PolyGesture	InputEvent	BeginBatchEdit

1647343623218	PolyGesture	InputEvent	BeginBatchEdit

1647343623218	PolyGesture	InputEvent	BeginBatchEdit

1647343623227	PolyGesture	InputEvent	BeginBatchEdit

1647343623229	PolyGesture	InputEvent	BeginBatchEdit

1647343623431	PolyGesture	InputEvent	BeginBatchEdit

1647343624210	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=707.0, y[0]=408.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425493887, downTime=425493887, deviceId=6, source=0x1002, displayId=0 }
1647343624264	PolyGesture	InputEvent	TouchEvent (cursorPosition=274): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=707.0, y[0]=408.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425493949, downTime=425493887, deviceId=6, source=0x1002, displayId=0 }
1647343624271	PolyGesture	InputEvent	SelectionChanged 300 300

1647343624311	PolyGesture	InputEvent	BeginBatchEdit

1647343624329	PolyGesture	InputEvent	BeginBatchEdit

1647343624540	PolyGesture	InputEvent	BeginBatchEdit

1647343624976	PolyGesture	InputEvent	BeginBatchEdit

1647343624981	PolyGesture	InputEvent	SelectionChanged 0 0

1647343624984	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 513

1647343624991	PolyGesture	InputEvent	SelectionChanged 316 316

1647343624993	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing was tired his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 300 0 16

1647343624997	PolyGesture	InputEvent	SelectionChanged 316 316

1647343625031	PolyGesture	InputEvent	BeginBatchEdit

1647343625035	PolyGesture	InputEvent	BeginBatchEdit

1647343625038	PolyGesture	InputEvent	BeginBatchEdit

1647343625039	PolyGesture	InputEvent	BeginBatchEdit

1647343625050	PolyGesture	InputEvent	BeginBatchEdit

1647343625053	PolyGesture	InputEvent	BeginBatchEdit

1647343625054	PolyGesture	InputEvent	BeginBatchEdit

1647343625056	PolyGesture	InputEvent	BeginBatchEdit

1647343625258	PolyGesture	InputEvent	BeginBatchEdit

1647343625961	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=323.0, y[0]=579.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425495637, downTime=425495637, deviceId=6, source=0x1002, displayId=0 }
1647343626034	PolyGesture	InputEvent	TouchEvent (cursorPosition=316): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=323.0, y[0]=579.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425495719, downTime=425495637, deviceId=6, source=0x1002, displayId=0 }
1647343626042	PolyGesture	InputEvent	SelectionChanged 381 381

1647343626061	PolyGesture	InputEvent	BeginBatchEdit

1647343626097	PolyGesture	InputEvent	BeginBatchEdit

1647343626289	PolyGesture	InputEvent	BeginBatchEdit

1647343627499	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=531.0, y[0]=578.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425497173, downTime=425497173, deviceId=6, source=0x1002, displayId=0 }
1647343627578	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=531.0, y[0]=578.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425497263, downTime=425497173, deviceId=6, source=0x1002, displayId=0 }
1647343627591	PolyGesture	InputEvent	SelectionChanged 391 391

1647343627592	PolyGesture	InputEvent	SelectionChanged 381 391

1647343627612	PolyGesture	InputEvent	BeginBatchEdit

1647343627617	PolyGesture	InputEvent	BeginBatchEdit

1647343627617	PolyGesture	InputEvent	BeginBatchEdit

1647343627619	PolyGesture	InputEvent	BeginBatchEdit

1647343627820	PolyGesture	InputEvent	BeginBatchEdit

1647343628560	PolyGesture	InputEvent	BeginBatchEdit

1647343628563	PolyGesture	InputEvent	SelectionChanged 0 0

1647343628567	PolyGesture	InputEvent	BeginBatchEdit

1647343628569	PolyGesture	InputEvent	SelectionChanged 0 0

1647343628572	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 503 503

1647343628580	PolyGesture	InputEvent	TextChanged 'It was a lovely night, so warm that he threw his coat over his arm and did not even put his silk scarf round his throat. As he strolled home, smoking his cigarette, two young men in evening dress passed him.
He heard one of them whisper to the other, That is Dorian Gray.
He remembered how pleased he used to be when he was pointed out, or stared at, or talked about.
He of hearing his own name now. Half the charm of the little village where he had been so often lately was that no one knew who he was.' 0 513 503

1647343628584	PolyGesture	InputEvent	SelectionChanged 381 381

1647343628630	PolyGesture	InputEvent	BeginBatchEdit

1647343628635	PolyGesture	InputEvent	BeginBatchEdit

1647343628638	PolyGesture	InputEvent	BeginBatchEdit

1647343628639	PolyGesture	InputEvent	BeginBatchEdit

1647343628648	PolyGesture	InputEvent	BeginBatchEdit

1647343628650	PolyGesture	InputEvent	BeginBatchEdit

1647343628852	PolyGesture	InputEvent	BeginBatchEdit

1647343629251	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_DOWN, actionButton=0, id[0]=0, x[0]=106.0, y[0]=600.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425498934, downTime=425498934, deviceId=6, source=0x1002, displayId=0 }
1647343629296	PolyGesture	InputEvent	TouchEvent (cursorPosition=381): MotionEvent { action=ACTION_UP, actionButton=0, id[0]=0, x[0]=106.0, y[0]=600.0, toolType[0]=TOOL_TYPE_FINGER, buttonState=0, classification=NONE, metaState=0, flags=0x40000, edgeFlags=0x0, pointerCount=1, historySize=0, eventTime=425498981, downTime=425498934, deviceId=6, source=0x1002, displayId=0 }
1647343629304	PolyGesture	InputEvent	SelectionChanged 370 370

1647343629322	PolyGesture	InputEvent	BeginBatchEdit

1647343629372	PolyGesture	InputEvent	BeginBatchEdit

1647343629561	PolyGesture	InputEvent	BeginBatchEdit

1647343629837	PolyGesture	InputEvent	BeginBatchEdit

1647343629848	PolyGesture	InputEvent	SelectionChanged 0 0

